"","id","alltrial","condition","agent","altAgent","leftObject","rightObject","pick","target","emotion","trial","change","rt","correct"
"246","b43769ad2cd66c035c7cd19654b8acdb","6","preference","Sheep","Tiger","t2","t13","t2","left","pos","4","false",9922,1
"247","b43769ad2cd66c035c7cd19654b8acdb","7","preference","Pig","Tiger","t8","t3","t8","left","neg","5","false",10307,1
"248","b43769ad2cd66c035c7cd19654b8acdb","8","preference","Monkey","Tiger","t5","t12","t5","left","pos","6","true",9972,1
"249","b43769ad2cd66c035c7cd19654b8acdb","9","preference","Cat","Dog","t1","t6","t6","right","pos","7","false",9963,1
"250","b43769ad2cd66c035c7cd19654b8acdb","10","preference","Beaver","Dog","t9","t15","t15","right","neg","8","true",10611,1
"251","bf644c072d4cfadcda35bda75a8c8366","1","preference","Elephant","Bear","car","bear","car","left","pos","train","false",11100,1
"252","bf644c072d4cfadcda35bda75a8c8366","2","preference","Pig","Bear","duck","ball","ball","right","pos","train","false",10804,1
"253","bf644c072d4cfadcda35bda75a8c8366","3","preference","Pig","Bear","t1","t5","t1","left","pos","1","false",14180,1
"254","bf644c072d4cfadcda35bda75a8c8366","4","preference","Dog","Bear","t13","t6","t6","right","neg","2","true",14606,1
"255","bf644c072d4cfadcda35bda75a8c8366","5","preference","Bunny","Frog","t8","t17","t17","right","pos","3","true",14073,1
"256","bf644c072d4cfadcda35bda75a8c8366","6","preference","Sheep","Monkey","t2","t3","t3","right","neg","4","false",13051,1
"257","bf644c072d4cfadcda35bda75a8c8366","7","preference","Mouse","Monkey","t14","t10","t14","left","neg","5","false",15520,1
"258","bf644c072d4cfadcda35bda75a8c8366","8","preference","Cat","Monkey","t7","t4","t7","left","pos","6","true",13169,1
"259","bf644c072d4cfadcda35bda75a8c8366","9","preference","Elephant","Beaver","t11","t9","t9","right","neg","7","true",13651,1
"260","bf644c072d4cfadcda35bda75a8c8366","10","preference","Tiger",NA,"t12","t15","t12","left","pos","8","false",13666,1
"261","ca97e08cfbbca0e16aa98789fd957205","1","preference","Elephant","Frog","car","bear","car","left","pos","train","false",11525,1
"262","ca97e08cfbbca0e16aa98789fd957205","2","preference","Pig","Frog","duck","ball","ball","right","pos","train","false",9110,1
"263","ca97e08cfbbca0e16aa98789fd957205","3","preference","Mouse","Frog","t3","t11","t3","right","neg","1","true",10927,0
"264","ca97e08cfbbca0e16aa98789fd957205","4","preference","Dog","Bear","t2","t13","t2","left","neg","2","false",7231,1
"265","ca97e08cfbbca0e16aa98789fd957205","5","preference","Sheep","Bear","t14","t10","t14","right","pos","3","true",7162,0
"266","ca97e08cfbbca0e16aa98789fd957205","6","preference","Bunny","Pig","t15","t18","t15","left","pos","4","false",7391,1
"267","ca97e08cfbbca0e16aa98789fd957205","7","preference","Monkey","Pig","t6","t1","t1","left","pos","5","true",13596,0
"268","ca97e08cfbbca0e16aa98789fd957205","8","preference","Beaver","Cat","t4","t9","t9","right","pos","6","false",7244,1
"269","ca97e08cfbbca0e16aa98789fd957205","9","preference","Tiger","Cat","t16","t8","t8","left","neg","7","false",9469,0
"270","ca97e08cfbbca0e16aa98789fd957205","10","preference","Elephant","Cat","t12","t17","t17","right","neg","8","true",7186,1
"271","d510a0236427a663ef5a71c0c7b1fe11","1","preference","Elephant","Sheep","car","bear","car","left","pos","train","false",11251,1
"272","d510a0236427a663ef5a71c0c7b1fe11","2","preference","Pig","Sheep","duck","ball","ball","right","pos","train","false",10014,1
"273","d510a0236427a663ef5a71c0c7b1fe11","3","preference","Beaver","Sheep","t1","t3","t3","right","pos","1","false",12780,1
"274","d510a0236427a663ef5a71c0c7b1fe11","4","preference","Monkey","Sheep","t2","t18","t18","right","pos","2","true",10778,1
"275","d510a0236427a663ef5a71c0c7b1fe11","5","preference","Bunny","Cat","t9","t17","t9","left","neg","3","false",8810,1
"276","d510a0236427a663ef5a71c0c7b1fe11","6","preference","Mouse","Cat","t14","t16","t14","left","pos","4","true",10530,1
"277","d510a0236427a663ef5a71c0c7b1fe11","7","preference","Frog","Dog","t13","t6","t13","left","neg","5","false",7663,1
"278","d510a0236427a663ef5a71c0c7b1fe11","8","preference","Pig","Dog","t5","t8","t5","left","pos","6","true",10790,1
"279","d510a0236427a663ef5a71c0c7b1fe11","9","preference","Bear","Elephant","t11","t12","t12","right","neg","7","false",7617,1
"280","d510a0236427a663ef5a71c0c7b1fe11","10","preference","Tiger","Elephant","t15","t7","t7","right","neg","8","true",11589,1
"281","e22ea9981cbe04cd551a991a5266d009","1","preference","Elephant","Frog","car","bear","car","left","pos","train","false",25463,1
"282","e22ea9981cbe04cd551a991a5266d009","2","preference","Pig","Frog","duck","ball","ball","right","pos","train","false",10706,1
"283","e22ea9981cbe04cd551a991a5266d009","3","preference","Dog","Frog","t2","t5","t5","left","pos","1","true",13809,0
"284","e22ea9981cbe04cd551a991a5266d009","4","preference","Tiger","Beaver","t18","t13","t13","right","pos","2","false",11333,1
"285","e22ea9981cbe04cd551a991a5266d009","5","preference","Monkey","Beaver","t12","t4","t12","left","neg","3","false",13807,1
"286","e22ea9981cbe04cd551a991a5266d009","6","preference","Bunny","Beaver","t11","t6","t11","right","neg","4","true",22497,0
"287","e22ea9981cbe04cd551a991a5266d009","7","preference","Elephant","Cat","t1","t16","t1","left","neg","5","false",12112,1
"288","e22ea9981cbe04cd551a991a5266d009","8","preference","Pig","Cat","t10","t3","t3","right","pos","6","true",11095,1
"289","e22ea9981cbe04cd551a991a5266d009","9","preference","Mouse","Bear","t15","t8","t8","right","pos","7","true",12110,1
"290","e22ea9981cbe04cd551a991a5266d009","10","preference","Sheep",NA,"t9","t7","t9","left","neg","8","false",13097,1
"291","f3e16d5ac21eca8d165af4b1345cdd89","1","preference","Elephant","Tiger","car","bear","car","left","pos","train","false",13632,1
"292","f3e16d5ac21eca8d165af4b1345cdd89","2","preference","Pig","Tiger","duck","ball","ball","right","pos","train","false",9256,1
"293","f3e16d5ac21eca8d165af4b1345cdd89","3","preference","Bunny","Tiger","t6","t10","t6","right","pos","1","true",11115,0
"294","f3e16d5ac21eca8d165af4b1345cdd89","4","preference","Frog","Dog","t2","t15","t15","left","neg","2","false",10548,0
"295","f3e16d5ac21eca8d165af4b1345cdd89","5","preference","Monkey","Dog","t18","t4","t4","right","pos","3","false",12246,1
"296","f3e16d5ac21eca8d165af4b1345cdd89","6","preference","Cat","Dog","t8","t17","t8","right","neg","4","true",11624,0
"297","f3e16d5ac21eca8d165af4b1345cdd89","7","preference","Beaver","Sheep","t7","t12","t12","left","neg","5","false",10846,0
"298","f3e16d5ac21eca8d165af4b1345cdd89","8","preference","Bear","Sheep","t11","t13","t11","right","neg","6","true",12371,0
"299","f3e16d5ac21eca8d165af4b1345cdd89","9","preference","Elephant","Mouse","t5","t14","t5","left","pos","7","true",11175,1
"300","f3e16d5ac21eca8d165af4b1345cdd89","10","preference","Pig",NA,"t3","t9","t3","left","pos","8","false",13305,1
