experiment,id,age_bin,age_num,trial,speaker,alignment,agent,correct_inf
child_ex3,181214_7_ex3p,3,3.036529680365297,3,different_speaker,congruent,Tiger,0
child_ex3,181214_7_ex3p,3,3.036529680365297,4,same_speaker,incongruent,Monkey,0
child_ex3,181214_7_ex3p,3,3.036529680365297,5,different_speaker,incongruent,Mouse,0
child_ex3,181214_7_ex3p,3,3.036529680365297,6,same_speaker,congruent,Dog,1
child_ex3,181214_7_ex3p,3,3.036529680365297,7,same_speaker,incongruent,Beaver,1
child_ex3,181214_7_ex3p,3,3.036529680365297,8,different_speaker,congruent,Bear,1
child_ex3,181214_8_ex3p,3,3.477625570776256,1,same_speaker,congruent,Tiger,0
child_ex3,181214_8_ex3p,3,3.477625570776256,2,different_speaker,incongruent,Beaver,1
child_ex3,181214_8_ex3p,3,3.477625570776256,3,same_speaker,incongruent,Pig,1
child_ex3,181214_8_ex3p,3,3.477625570776256,4,different_speaker,congruent,Elephant,1
child_ex3,181214_9_ex3p,4,4.20365296803653,1,different_speaker,incongruent,Mouse,0
child_ex3,181214_9_ex3p,4,4.20365296803653,2,same_speaker,congruent,Sheep,1
child_ex3,181214_9_ex3p,4,4.20365296803653,3,different_speaker,congruent,Monkey,0
child_ex3,181214_9_ex3p,4,4.20365296803653,4,same_speaker,incongruent,Dog,0
child_ex3,181214_9_ex3p,4,4.20365296803653,5,same_speaker,incongruent,Beaver,0
child_ex3,181214_9_ex3p,4,4.20365296803653,6,same_speaker,congruent,Bunny,0
child_ex3,181214_9_ex3p,4,4.20365296803653,7,different_speaker,congruent,Cat,1
child_ex3,181214_9_ex3p,4,4.20365296803653,8,different_speaker,incongruent,Bear,0
child_ex3,181214_10_ex3p,4,4.00365296803653,1,different_speaker,congruent,Beaver,1
child_ex3,181214_10_ex3p,4,4.00365296803653,2,different_speaker,incongruent,Cat,0
child_ex3,181214_10_ex3p,4,4.00365296803653,3,same_speaker,incongruent,Tiger,0
child_ex3,181214_10_ex3p,4,4.00365296803653,4,same_speaker,congruent,Sheep,1
child_ex3,181214_10_ex3p,4,4.00365296803653,5,different_speaker,incongruent,Mouse,0
child_ex3,181214_10_ex3p,4,4.00365296803653,6,same_speaker,incongruent,Frog,1
child_ex3,181214_10_ex3p,4,4.00365296803653,7,different_speaker,congruent,Bear,0
child_ex3,181214_10_ex3p,4,4.00365296803653,8,same_speaker,congruent,Monkey,1
child_ex3,181214_11_ex3p,4,4.891324200913242,1,same_speaker,congruent,Beaver,1
child_ex3,181214_11_ex3p,4,4.891324200913242,2,different_speaker,incongruent,Sheep,0
child_ex3,181214_11_ex3p,4,4.891324200913242,3,different_speaker,congruent,Tiger,1
child_ex3,181214_11_ex3p,4,4.891324200913242,4,same_speaker,incongruent,Dog,0
child_ex3,181214_11_ex3p,4,4.891324200913242,5,different_speaker,incongruent,Monkey,1
child_ex3,181214_11_ex3p,4,4.891324200913242,6,same_speaker,congruent,Cat,1
child_ex3,181214_11_ex3p,4,4.891324200913242,7,same_speaker,incongruent,Bunny,1
child_ex3,181214_11_ex3p,4,4.891324200913242,8,different_speaker,congruent,Bear,0
child_ex3,181214_12_ex3p,4,4.2365296803652965,1,same_speaker,congruent,Tiger,1
child_ex3,181214_12_ex3p,4,4.2365296803652965,2,same_speaker,incongruent,Sheep,0
child_ex3,181214_12_ex3p,4,4.2365296803652965,3,different_speaker,congruent,Bunny,1
child_ex3,181214_12_ex3p,4,4.2365296803652965,4,different_speaker,incongruent,Frog,1
child_ex3,181214_12_ex3p,4,4.2365296803652965,5,same_speaker,incongruent,Mouse,0
child_ex3,181214_12_ex3p,4,4.2365296803652965,6,same_speaker,congruent,Cat,1
child_ex3,181214_12_ex3p,4,4.2365296803652965,7,different_speaker,congruent,Beaver,1
child_ex3,181214_12_ex3p,4,4.2365296803652965,8,different_speaker,incongruent,Dog,0
child_ex3,181218_1_ex3p,4,4.814611872146119,1,same_speaker,congruent,Monkey,1
child_ex3,181218_1_ex3p,4,4.814611872146119,2,different_speaker,congruent,Sheep,1
child_ex3,181218_1_ex3p,4,4.814611872146119,3,same_speaker,incongruent,Bear,0
child_ex3,181218_1_ex3p,4,4.814611872146119,4,different_speaker,incongruent,Dog,1
child_ex3,181218_1_ex3p,4,4.814611872146119,5,same_speaker,incongruent,Cat,0
child_ex3,181218_1_ex3p,4,4.814611872146119,6,same_speaker,congruent,Beaver,1
child_ex3,181218_1_ex3p,4,4.814611872146119,7,different_speaker,congruent,Tiger,1
child_ex3,181218_1_ex3p,4,4.814611872146119,8,different_speaker,incongruent,Bunny,1
child_ex3,181218_2_ex3p,4,4.105022831050229,1,same_speaker,congruent,Dog,0
child_ex3,181218_2_ex3p,4,4.105022831050229,2,different_speaker,congruent,Monkey,0
child_ex3,181218_2_ex3p,4,4.105022831050229,3,same_speaker,incongruent,Sheep,0
child_ex3,181218_2_ex3p,4,4.105022831050229,4,different_speaker,incongruent,Beaver,1
child_ex3,181218_2_ex3p,4,4.105022831050229,5,different_speaker,incongruent,Tiger,1
child_ex3,181218_2_ex3p,4,4.105022831050229,6,same_speaker,incongruent,Pig,1
child_ex3,181218_2_ex3p,4,4.105022831050229,7,different_speaker,congruent,Cat,0
child_ex3,181218_2_ex3p,4,4.105022831050229,8,same_speaker,congruent,Mouse,1
child_ex3,181218_3_ex3p,3,3.1296803652968035,1,same_speaker,incongruent,Mouse,0
child_ex3,181218_3_ex3p,3,3.1296803652968035,2,same_speaker,congruent,Sheep,0
child_ex3,181218_3_ex3p,3,3.1296803652968035,3,different_speaker,congruent,Beaver,1
child_ex3,181218_3_ex3p,3,3.1296803652968035,4,different_speaker,incongruent,Cat,0
child_ex3,181218_4_ex3p,3,3.162557077625571,1,different_speaker,congruent,Pig,1
child_ex3,181218_4_ex3p,3,3.162557077625571,2,same_speaker,incongruent,Bunny,1
child_ex3,181218_4_ex3p,3,3.162557077625571,3,same_speaker,congruent,Monkey,1
child_ex3,181218_4_ex3p,3,3.162557077625571,4,different_speaker,incongruent,Beaver,0
child_ex3,181218_4_ex3p,3,3.162557077625571,5,same_speaker,congruent,Dog,1
child_ex3,181218_4_ex3p,3,3.162557077625571,6,different_speaker,congruent,Cat,1
child_ex3,181218_4_ex3p,3,3.162557077625571,7,same_speaker,incongruent,Mouse,0
child_ex3,181218_4_ex3p,3,3.162557077625571,8,different_speaker,incongruent,Sheep,0
child_ex3,181218_5_ex3p,4,4.554337899543379,1,different_speaker,incongruent,Tiger,0
child_ex3,181218_5_ex3p,4,4.554337899543379,2,same_speaker,incongruent,Cat,1
child_ex3,181218_5_ex3p,4,4.554337899543379,3,same_speaker,congruent,Dog,1
child_ex3,181218_5_ex3p,4,4.554337899543379,4,different_speaker,congruent,Beaver,1
child_ex3,181218_5_ex3p,4,4.554337899543379,5,same_speaker,congruent,Bear,1
child_ex3,181218_5_ex3p,4,4.554337899543379,6,same_speaker,incongruent,Sheep,0
child_ex3,181218_5_ex3p,4,4.554337899543379,7,different_speaker,incongruent,Pig,1
child_ex3,181218_5_ex3p,4,4.554337899543379,8,different_speaker,congruent,Elephant,1
child_ex3,181218_7_ex3p,3,3.239269406392694,1,same_speaker,congruent,Cat,1
child_ex3,181218_7_ex3p,3,3.239269406392694,2,different_speaker,incongruent,Frog,1
child_ex3,181218_7_ex3p,3,3.239269406392694,3,different_speaker,congruent,Tiger,1
child_ex3,181218_7_ex3p,3,3.239269406392694,4,same_speaker,incongruent,Beaver,0
child_ex3,181218_7_ex3p,3,3.239269406392694,5,same_speaker,incongruent,Pig,0
child_ex3,181218_7_ex3p,3,3.239269406392694,6,different_speaker,incongruent,Elephant,0
child_ex3,181218_7_ex3p,3,3.239269406392694,7,different_speaker,congruent,Bunny,1
child_ex3,181218_7_ex3p,3,3.239269406392694,8,same_speaker,congruent,Mouse,1
child_ex3,181218_8_ex3p,4,4.79269406392694,1,same_speaker,congruent,Tiger,1
child_ex3,181218_8_ex3p,4,4.79269406392694,2,same_speaker,incongruent,Beaver,1
child_ex3,181218_8_ex3p,4,4.79269406392694,3,different_speaker,incongruent,Sheep,0
child_ex3,181218_8_ex3p,4,4.79269406392694,4,different_speaker,congruent,Bunny,1
child_ex3,181218_8_ex3p,4,4.79269406392694,5,same_speaker,congruent,Cat,1
child_ex3,181218_8_ex3p,4,4.79269406392694,6,different_speaker,incongruent,Bear,1
child_ex3,181218_8_ex3p,4,4.79269406392694,7,same_speaker,incongruent,Dog,0
child_ex3,181218_8_ex3p,4,4.79269406392694,8,different_speaker,congruent,Monkey,0
child_ex3,181218_9_ex3p,3,3.765296803652968,1,same_speaker,congruent,Cat,0
child_ex3,181218_9_ex3p,3,3.765296803652968,2,different_speaker,congruent,Tiger,1
child_ex3,181218_9_ex3p,3,3.765296803652968,3,same_speaker,incongruent,Monkey,0
child_ex3,181218_9_ex3p,3,3.765296803652968,4,different_speaker,incongruent,Frog,0
child_ex3,181218_9_ex3p,3,3.765296803652968,5,same_speaker,congruent,Beaver,1
child_ex3,181218_9_ex3p,3,3.765296803652968,6,different_speaker,congruent,Sheep,1
child_ex3,181218_9_ex3p,3,3.765296803652968,7,different_speaker,incongruent,Pig,0
child_ex3,181218_9_ex3p,3,3.765296803652968,8,same_speaker,incongruent,Bunny,0
child_ex3,181218_10_ex3p,3,3.088584474885845,1,same_speaker,congruent,Dog,0
child_ex3,181218_10_ex3p,3,3.088584474885845,2,same_speaker,incongruent,Tiger,1
child_ex3,181218_10_ex3p,3,3.088584474885845,3,different_speaker,congruent,Monkey,0
child_ex3,181218_10_ex3p,3,3.088584474885845,4,different_speaker,incongruent,Beaver,1
child_ex3,181218_10_ex3p,3,3.088584474885845,5,same_speaker,incongruent,Bear,0
child_ex3,181218_10_ex3p,3,3.088584474885845,6,different_speaker,congruent,Pig,0
child_ex3,181218_10_ex3p,3,3.088584474885845,7,different_speaker,incongruent,Sheep,1
child_ex3,181218_10_ex3p,3,3.088584474885845,8,same_speaker,congruent,Mouse,0
child_ex3,181218_11_ex3p,4,4.0310502283105025,1,same_speaker,incongruent,Mouse,0
child_ex3,181218_11_ex3p,4,4.0310502283105025,2,different_speaker,congruent,Sheep,1
child_ex3,181218_11_ex3p,4,4.0310502283105025,3,same_speaker,congruent,Beaver,1
child_ex3,181218_11_ex3p,4,4.0310502283105025,4,different_speaker,incongruent,Cat,0
child_ex3,181218_11_ex3p,4,4.0310502283105025,5,same_speaker,incongruent,Bear,0
child_ex3,181218_11_ex3p,4,4.0310502283105025,6,same_speaker,congruent,Tiger,1
child_ex3,181218_11_ex3p,4,4.0310502283105025,7,different_speaker,incongruent,Bunny,1
child_ex3,181218_11_ex3p,4,4.0310502283105025,8,different_speaker,congruent,Monkey,1
child_ex3,181219_1_ex3p,3,3.6447488584474885,1,different_speaker,incongruent,Pig,0
child_ex3,181219_1_ex3p,3,3.6447488584474885,2,same_speaker,incongruent,Tiger,1
child_ex3,181219_1_ex3p,3,3.6447488584474885,3,same_speaker,congruent,Elephant,1
child_ex3,181219_1_ex3p,3,3.6447488584474885,4,different_speaker,congruent,Dog,1
child_ex3,181219_2_ex3p,4,4.910502283105023,1,same_speaker,congruent,Sheep,0
child_ex3,181219_2_ex3p,4,4.910502283105023,2,different_speaker,congruent,Bear,1
child_ex3,181219_2_ex3p,4,4.910502283105023,3,different_speaker,incongruent,Pig,0
child_ex3,181219_2_ex3p,4,4.910502283105023,4,same_speaker,incongruent,Tiger,1
child_ex3,181219_3_ex3p,3,3.047488584474886,1,different_speaker,congruent,Tiger,0
child_ex3,181219_3_ex3p,3,3.047488584474886,2,same_speaker,incongruent,Cat,1
child_ex3,181219_3_ex3p,3,3.047488584474886,3,different_speaker,incongruent,Beaver,1
child_ex3,181219_3_ex3p,3,3.047488584474886,4,same_speaker,congruent,Sheep,1
child_ex3,181219_3_ex3p,3,3.047488584474886,5,same_speaker,congruent,Bunny,1
child_ex3,181219_3_ex3p,3,3.047488584474886,6,different_speaker,congruent,Pig,1
child_ex3,181219_3_ex3p,3,3.047488584474886,7,same_speaker,incongruent,Bear,1
child_ex3,181219_3_ex3p,3,3.047488584474886,8,different_speaker,incongruent,Elephant,1
child_ex3,181219_4_ex3p,4,4.770776255707762,1,different_speaker,congruent,Pig,0
child_ex3,181219_4_ex3p,4,4.770776255707762,2,same_speaker,incongruent,Sheep,0
child_ex3,181219_4_ex3p,4,4.770776255707762,3,different_speaker,incongruent,Beaver,1
child_ex3,181219_4_ex3p,4,4.770776255707762,4,same_speaker,congruent,Tiger,1
child_ex3,181219_4_ex3p,4,4.770776255707762,5,same_speaker,incongruent,Dog,0
child_ex3,181219_4_ex3p,4,4.770776255707762,6,different_speaker,incongruent,Cat,1
child_ex3,181219_4_ex3p,4,4.770776255707762,7,different_speaker,congruent,Bear,0
child_ex3,181219_4_ex3p,4,4.770776255707762,8,same_speaker,congruent,Elephant,1
child_ex3,181219_5_ex3p,3,3.7598173515981737,1,different_speaker,incongruent,Monkey,0
child_ex3,181219_5_ex3p,3,3.7598173515981737,2,same_speaker,congruent,Bunny,1
child_ex3,181219_5_ex3p,3,3.7598173515981737,3,same_speaker,incongruent,Beaver,1
child_ex3,181219_5_ex3p,3,3.7598173515981737,4,different_speaker,congruent,Bear,1
child_ex3,181219_5_ex3p,3,3.7598173515981737,5,same_speaker,congruent,Cat,1
child_ex3,181219_5_ex3p,3,3.7598173515981737,6,different_speaker,incongruent,Dog,1
child_ex3,181219_5_ex3p,3,3.7598173515981737,7,different_speaker,congruent,Sheep,1
child_ex3,181219_5_ex3p,3,3.7598173515981737,8,same_speaker,incongruent,Tiger,0
child_ex3,181219_6_ex3p,4,4.115981735159817,1,same_speaker,incongruent,Cat,0
child_ex3,181219_6_ex3p,4,4.115981735159817,2,different_speaker,incongruent,Tiger,0
child_ex3,181219_6_ex3p,4,4.115981735159817,3,same_speaker,congruent,Bunny,1
child_ex3,181219_6_ex3p,4,4.115981735159817,4,different_speaker,congruent,Beaver,1
child_ex3,181219_6_ex3p,4,4.115981735159817,5,different_speaker,congruent,Sheep,1
child_ex3,181219_6_ex3p,4,4.115981735159817,6,same_speaker,congruent,Bear,1
child_ex3,181219_6_ex3p,4,4.115981735159817,7,different_speaker,incongruent,Pig,1
child_ex3,181219_6_ex3p,4,4.115981735159817,8,same_speaker,incongruent,Elephant,0
child_ex3,181219_7_ex3p,3,3.987214611872146,1,same_speaker,incongruent,Monkey,1
child_ex3,181219_7_ex3p,3,3.987214611872146,2,different_speaker,incongruent,Pig,0
child_ex3,181219_7_ex3p,3,3.987214611872146,3,same_speaker,congruent,Cat,1
child_ex3,181219_7_ex3p,3,3.987214611872146,4,different_speaker,congruent,Mouse,1
child_ex3,181219_7_ex3p,3,3.987214611872146,5,same_speaker,congruent,Tiger,1
child_ex3,181219_7_ex3p,3,3.987214611872146,6,different_speaker,congruent,Bunny,1
child_ex3,181219_7_ex3p,3,3.987214611872146,7,same_speaker,incongruent,Bear,1
child_ex3,181219_7_ex3p,3,3.987214611872146,8,different_speaker,incongruent,Dog,0
child_ex3,181221_1_ex3p,4,4.86392694063927,1,same_speaker,incongruent,Sheep,1
child_ex3,181221_1_ex3p,4,4.86392694063927,2,different_speaker,incongruent,Frog,1
child_ex3,181221_1_ex3p,4,4.86392694063927,3,same_speaker,congruent,Bear,1
child_ex3,181221_1_ex3p,4,4.86392694063927,4,different_speaker,congruent,Dog,1
child_ex3,181221_1_ex3p,4,4.86392694063927,5,different_speaker,congruent,Pig,1
child_ex3,181221_1_ex3p,4,4.86392694063927,6,different_speaker,incongruent,Beaver,0
child_ex3,181221_1_ex3p,4,4.86392694063927,7,same_speaker,congruent,Mouse,1
child_ex3,181221_1_ex3p,4,4.86392694063927,8,same_speaker,incongruent,Tiger,0
child_ex3,181221_2_ex3p,3,3.280365296803653,1,same_speaker,congruent,Sheep,1
child_ex3,181221_2_ex3p,3,3.280365296803653,2,different_speaker,congruent,Tiger,1
child_ex3,181221_2_ex3p,3,3.280365296803653,3,different_speaker,incongruent,Elephant,1
child_ex3,181221_2_ex3p,3,3.280365296803653,4,same_speaker,incongruent,Pig,1
child_ex3,181221_3_ex3p,4,4.206392694063927,1,different_speaker,congruent,Beaver,0
child_ex3,181221_3_ex3p,4,4.206392694063927,2,different_speaker,incongruent,Pig,0
child_ex3,181221_3_ex3p,4,4.206392694063927,3,same_speaker,incongruent,Bear,0
child_ex3,181221_3_ex3p,4,4.206392694063927,4,same_speaker,congruent,Dog,0
child_ex3,181221_3_ex3p,4,4.206392694063927,5,same_speaker,congruent,Sheep,1
child_ex3,181221_3_ex3p,4,4.206392694063927,6,same_speaker,incongruent,Bunny,1
child_ex3,181221_3_ex3p,4,4.206392694063927,7,different_speaker,incongruent,Frog,0
child_ex3,181221_3_ex3p,4,4.206392694063927,8,different_speaker,congruent,Tiger,0
child_ex3,181221_4_ex3p,4,4.650228310502283,1,different_speaker,incongruent,Sheep,0
child_ex3,181221_4_ex3p,4,4.650228310502283,2,same_speaker,congruent,Bear,1
child_ex3,181221_4_ex3p,4,4.650228310502283,3,same_speaker,incongruent,Frog,0
child_ex3,181221_4_ex3p,4,4.650228310502283,4,different_speaker,congruent,Mouse,1
child_ex3,181221_4_ex3p,4,4.650228310502283,5,different_speaker,congruent,Dog,1
child_ex3,181221_4_ex3p,4,4.650228310502283,6,same_speaker,incongruent,Beaver,0
child_ex3,181221_4_ex3p,4,4.650228310502283,7,different_speaker,incongruent,Tiger,0
child_ex3,181221_4_ex3p,4,4.650228310502283,8,same_speaker,congruent,Cat,1
child_ex3,181221_5_ex3p,3,3.058447488584475,1,same_speaker,congruent,Pig,0
child_ex3,181221_5_ex3p,3,3.058447488584475,2,different_speaker,congruent,Sheep,1
child_ex3,181221_5_ex3p,3,3.058447488584475,3,same_speaker,incongruent,Monkey,1
child_ex3,181221_5_ex3p,3,3.058447488584475,4,different_speaker,incongruent,Bear,1
child_ex3,181221_6_ex3p,3,3.1872146118721463,1,different_speaker,incongruent,Mouse,1
child_ex3,181221_6_ex3p,3,3.1872146118721463,2,same_speaker,congruent,Dog,1
child_ex3,181221_6_ex3p,3,3.1872146118721463,3,different_speaker,congruent,Frog,1
child_ex3,181221_6_ex3p,3,3.1872146118721463,4,same_speaker,incongruent,Pig,0
child_ex3,181221_6_ex3p,3,3.1872146118721463,5,different_speaker,congruent,Bear,0
child_ex3,181221_6_ex3p,3,3.1872146118721463,6,different_speaker,incongruent,Monkey,1
child_ex3,181221_6_ex3p,3,3.1872146118721463,7,same_speaker,congruent,Tiger,0
child_ex3,181221_6_ex3p,3,3.1872146118721463,8,same_speaker,incongruent,Bunny,1
child_ex3,181221_7_ex3p,3,3.4200913242009134,1,same_speaker,congruent,Cat,0
child_ex3,181221_7_ex3p,3,3.4200913242009134,2,same_speaker,incongruent,Frog,0
child_ex3,181221_7_ex3p,3,3.4200913242009134,3,different_speaker,incongruent,Sheep,0
child_ex3,181221_7_ex3p,3,3.4200913242009134,4,different_speaker,congruent,Beaver,0
child_ex3,181221_8_ex3p,4,4.62283105022831,1,different_speaker,incongruent,Beaver,1
child_ex3,181221_8_ex3p,4,4.62283105022831,2,same_speaker,incongruent,Cat,0
child_ex3,181221_8_ex3p,4,4.62283105022831,3,different_speaker,congruent,Tiger,0
child_ex3,181221_8_ex3p,4,4.62283105022831,4,same_speaker,congruent,Monkey,1
child_ex3,181221_8_ex3p,4,4.62283105022831,5,same_speaker,congruent,Sheep,1
child_ex3,181221_8_ex3p,4,4.62283105022831,6,different_speaker,congruent,Bunny,0
child_ex3,181221_8_ex3p,4,4.62283105022831,7,same_speaker,incongruent,Dog,0
child_ex3,181221_8_ex3p,4,4.62283105022831,8,different_speaker,incongruent,Mouse,1
child_ex3,181221_9_ex3p,4,4.261187214611872,1,different_speaker,congruent,Dog,1
child_ex3,181221_9_ex3p,4,4.261187214611872,2,different_speaker,incongruent,Cat,0
child_ex3,181221_9_ex3p,4,4.261187214611872,3,same_speaker,incongruent,Bear,0
child_ex3,181221_9_ex3p,4,4.261187214611872,4,same_speaker,congruent,Elephant,0
child_ex3,181221_9_ex3p,4,4.261187214611872,5,different_speaker,congruent,Tiger,0
child_ex3,181221_9_ex3p,4,4.261187214611872,6,same_speaker,congruent,Pig,0
child_ex3,181221_9_ex3p,4,4.261187214611872,7,different_speaker,incongruent,Sheep,0
child_ex3,181221_9_ex3p,4,4.261187214611872,8,same_speaker,incongruent,Frog,0
child_ex3,181221_10_ex3p,4,4.828310502283105,1,different_speaker,congruent,Monkey,0
child_ex3,181221_10_ex3p,4,4.828310502283105,2,same_speaker,incongruent,Mouse,0
child_ex3,181221_10_ex3p,4,4.828310502283105,3,different_speaker,incongruent,Sheep,1
child_ex3,181221_10_ex3p,4,4.828310502283105,4,same_speaker,congruent,Beaver,1
child_ex3,181221_10_ex3p,4,4.828310502283105,5,same_speaker,incongruent,Dog,0
child_ex3,181221_10_ex3p,4,4.828310502283105,6,same_speaker,congruent,Bunny,0
child_ex3,181221_10_ex3p,4,4.828310502283105,7,different_speaker,incongruent,Pig,0
child_ex3,181221_10_ex3p,4,4.828310502283105,8,different_speaker,congruent,Frog,1
child_ex3,181221_11_ex3p,4,4.266666666666667,1,different_speaker,incongruent,Tiger,0
child_ex3,181221_11_ex3p,4,4.266666666666667,2,same_speaker,incongruent,Beaver,1
child_ex3,181221_11_ex3p,4,4.266666666666667,3,different_speaker,congruent,Bunny,0
child_ex3,181221_11_ex3p,4,4.266666666666667,4,same_speaker,congruent,Frog,1
child_ex3,181221_11_ex3p,4,4.266666666666667,5,different_speaker,congruent,Cat,0
child_ex3,181221_11_ex3p,4,4.266666666666667,6,same_speaker,incongruent,Mouse,1
child_ex3,181221_11_ex3p,4,4.266666666666667,7,same_speaker,congruent,Sheep,1
child_ex3,181221_11_ex3p,4,4.266666666666667,8,different_speaker,incongruent,Pig,1
child_ex3,181221_12_ex3p,4,4.948858447488584,1,different_speaker,congruent,Bear,0
child_ex3,181221_12_ex3p,4,4.948858447488584,2,same_speaker,incongruent,Frog,0
child_ex3,181221_12_ex3p,4,4.948858447488584,3,same_speaker,congruent,Tiger,1
child_ex3,181221_12_ex3p,4,4.948858447488584,4,different_speaker,incongruent,Cat,1
child_ex3,181221_12_ex3p,4,4.948858447488584,5,same_speaker,congruent,Dog,1
child_ex3,181221_12_ex3p,4,4.948858447488584,6,different_speaker,incongruent,Sheep,0
child_ex3,181221_12_ex3p,4,4.948858447488584,7,different_speaker,congruent,Pig,1
child_ex3,181221_12_ex3p,4,4.948858447488584,8,same_speaker,incongruent,Beaver,0
