experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,alignment,agent,correct_inf
adult_ex4,09769cf03792f664378584d5bff97387,3,preference,medium,different_speaker,congruent,Sheep,1
adult_ex4,09769cf03792f664378584d5bff97387,4,preference,medium,different_speaker,incongruent,Frog,0
adult_ex4,09769cf03792f664378584d5bff97387,5,preference,medium,same_speaker,congruent,Bunny,1
adult_ex4,09769cf03792f664378584d5bff97387,6,preference,medium,same_speaker,incongruent,Mouse,0
adult_ex4,09769cf03792f664378584d5bff97387,7,preference,medium,same_speaker,congruent,Tiger,1
adult_ex4,09769cf03792f664378584d5bff97387,8,preference,medium,different_speaker,congruent,Beaver,0
adult_ex4,20df345fef34f5bd83acdb9020abcd66,1,preference,medium,same_speaker,congruent,Frog,1
adult_ex4,20df345fef34f5bd83acdb9020abcd66,2,preference,medium,same_speaker,incongruent,Beaver,0
adult_ex4,20df345fef34f5bd83acdb9020abcd66,3,preference,medium,different_speaker,congruent,Bear,1
adult_ex4,20df345fef34f5bd83acdb9020abcd66,4,preference,medium,different_speaker,congruent,Pig,0
adult_ex4,20df345fef34f5bd83acdb9020abcd66,5,preference,medium,different_speaker,incongruent,Monkey,1
adult_ex4,20df345fef34f5bd83acdb9020abcd66,6,preference,medium,same_speaker,incongruent,Elephant,0
adult_ex4,20df345fef34f5bd83acdb9020abcd66,7,preference,medium,same_speaker,congruent,Cat,1
adult_ex4,20df345fef34f5bd83acdb9020abcd66,8,preference,medium,different_speaker,incongruent,Dog,0
adult_ex4,274802bdd3b003fafad607bb667e116a,1,preference,medium,same_speaker,incongruent,Mouse,1
adult_ex4,274802bdd3b003fafad607bb667e116a,2,preference,medium,same_speaker,congruent,Beaver,1
adult_ex4,274802bdd3b003fafad607bb667e116a,3,preference,medium,different_speaker,congruent,Elephant,1
adult_ex4,274802bdd3b003fafad607bb667e116a,4,preference,medium,same_speaker,congruent,Tiger,1
adult_ex4,274802bdd3b003fafad607bb667e116a,5,preference,medium,same_speaker,incongruent,Dog,1
adult_ex4,274802bdd3b003fafad607bb667e116a,6,preference,medium,different_speaker,incongruent,Monkey,1
adult_ex4,274802bdd3b003fafad607bb667e116a,7,preference,medium,different_speaker,congruent,Bunny,1
adult_ex4,274802bdd3b003fafad607bb667e116a,8,preference,medium,different_speaker,incongruent,Sheep,0
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,1,preference,medium,different_speaker,incongruent,Cat,0
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,2,preference,medium,same_speaker,incongruent,Frog,0
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,3,preference,medium,different_speaker,congruent,Beaver,1
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,4,preference,medium,same_speaker,congruent,Mouse,1
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,5,preference,medium,different_speaker,incongruent,Sheep,0
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,6,preference,medium,different_speaker,congruent,Dog,1
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,7,preference,medium,same_speaker,congruent,Monkey,1
adult_ex4,28964d96cc2b3fe8a338fd321b11ea56,8,preference,medium,same_speaker,incongruent,Bear,0
adult_ex4,306ab0b66e24428c303200cc8f908a6e,1,preference,medium,different_speaker,incongruent,Bunny,0
adult_ex4,306ab0b66e24428c303200cc8f908a6e,2,preference,medium,same_speaker,congruent,Monkey,1
adult_ex4,306ab0b66e24428c303200cc8f908a6e,3,preference,medium,different_speaker,incongruent,Beaver,0
adult_ex4,306ab0b66e24428c303200cc8f908a6e,4,preference,medium,same_speaker,congruent,Frog,1
adult_ex4,306ab0b66e24428c303200cc8f908a6e,5,preference,medium,different_speaker,congruent,Cat,1
adult_ex4,306ab0b66e24428c303200cc8f908a6e,6,preference,medium,same_speaker,incongruent,Bear,0
adult_ex4,306ab0b66e24428c303200cc8f908a6e,7,preference,medium,same_speaker,incongruent,Pig,0
adult_ex4,306ab0b66e24428c303200cc8f908a6e,8,preference,medium,different_speaker,congruent,Elephant,1
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,1,preference,medium,same_speaker,congruent,Dog,1
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,2,preference,medium,same_speaker,incongruent,Monkey,1
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,3,preference,medium,different_speaker,incongruent,Bunny,0
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,4,preference,medium,different_speaker,congruent,Elephant,0
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,5,preference,medium,different_speaker,incongruent,Mouse,1
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,6,preference,medium,same_speaker,congruent,Pig,1
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,7,preference,medium,same_speaker,incongruent,Tiger,0
adult_ex4,30c71859f3d82573b3bc1d62fc05d5f3,8,preference,medium,different_speaker,congruent,Beaver,0
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,1,preference,medium,different_speaker,incongruent,Bunny,1
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,2,preference,medium,different_speaker,congruent,Cat,1
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,3,preference,medium,same_speaker,congruent,Sheep,1
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,4,preference,medium,different_speaker,congruent,Beaver,1
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,5,preference,medium,different_speaker,incongruent,Monkey,0
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,6,preference,medium,same_speaker,congruent,Tiger,1
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,7,preference,medium,same_speaker,incongruent,Elephant,0
adult_ex4,337fdb44d86f00fcfcbdddecffd64450,8,preference,medium,same_speaker,incongruent,Pig,0
adult_ex4,37bfadb1e4b920e9963752ef105643ce,1,preference,medium,same_speaker,congruent,Tiger,0
adult_ex4,37bfadb1e4b920e9963752ef105643ce,2,preference,medium,same_speaker,incongruent,Beaver,1
adult_ex4,37bfadb1e4b920e9963752ef105643ce,3,preference,medium,same_speaker,congruent,Mouse,0
adult_ex4,37bfadb1e4b920e9963752ef105643ce,4,preference,medium,different_speaker,incongruent,Elephant,0
adult_ex4,37bfadb1e4b920e9963752ef105643ce,5,preference,medium,different_speaker,incongruent,Monkey,0
adult_ex4,37bfadb1e4b920e9963752ef105643ce,6,preference,medium,different_speaker,congruent,Sheep,1
adult_ex4,37bfadb1e4b920e9963752ef105643ce,7,preference,medium,different_speaker,congruent,Bear,1
adult_ex4,37bfadb1e4b920e9963752ef105643ce,8,preference,medium,same_speaker,incongruent,Frog,1
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,1,preference,medium,different_speaker,incongruent,Cat,1
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,2,preference,medium,same_speaker,incongruent,Frog,0
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,3,preference,medium,same_speaker,congruent,Elephant,1
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,4,preference,medium,same_speaker,incongruent,Monkey,0
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,5,preference,medium,different_speaker,incongruent,Tiger,1
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,6,preference,medium,same_speaker,congruent,Bunny,1
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,7,preference,medium,different_speaker,congruent,Beaver,0
adult_ex4,3bf1b0a6b168a410bf69465dd28c97fc,8,preference,medium,different_speaker,congruent,Sheep,0
adult_ex4,3c01ca60c834179e5d50128bbd42da30,1,preference,medium,different_speaker,incongruent,Frog,1
adult_ex4,3c01ca60c834179e5d50128bbd42da30,2,preference,medium,different_speaker,congruent,Mouse,1
adult_ex4,3c01ca60c834179e5d50128bbd42da30,3,preference,medium,same_speaker,congruent,Cat,1
adult_ex4,3c01ca60c834179e5d50128bbd42da30,4,preference,medium,different_speaker,incongruent,Bunny,0
adult_ex4,3c01ca60c834179e5d50128bbd42da30,5,preference,medium,same_speaker,incongruent,Pig,0
adult_ex4,3c01ca60c834179e5d50128bbd42da30,6,preference,medium,different_speaker,congruent,Beaver,1
adult_ex4,3c01ca60c834179e5d50128bbd42da30,7,preference,medium,same_speaker,incongruent,Monkey,0
adult_ex4,3c01ca60c834179e5d50128bbd42da30,8,preference,medium,same_speaker,congruent,Tiger,1
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,1,preference,medium,same_speaker,congruent,Beaver,1
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,2,preference,medium,different_speaker,congruent,Dog,0
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,3,preference,medium,different_speaker,incongruent,Sheep,1
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,4,preference,medium,same_speaker,incongruent,Pig,1
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,5,preference,medium,different_speaker,incongruent,Frog,1
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,6,preference,medium,same_speaker,congruent,Bunny,0
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,7,preference,medium,different_speaker,congruent,Cat,1
adult_ex4,3cc61d4d31be17f5dc74eb96789ba577,8,preference,medium,same_speaker,incongruent,Bear,0
adult_ex4,3cf808a1649289c92755187b80873455,1,preference,medium,same_speaker,congruent,Dog,1
adult_ex4,3cf808a1649289c92755187b80873455,2,preference,medium,same_speaker,incongruent,Tiger,0
adult_ex4,3cf808a1649289c92755187b80873455,3,preference,medium,different_speaker,congruent,Cat,0
adult_ex4,3cf808a1649289c92755187b80873455,4,preference,medium,different_speaker,incongruent,Mouse,1
adult_ex4,3cf808a1649289c92755187b80873455,5,preference,medium,same_speaker,congruent,Beaver,1
adult_ex4,3cf808a1649289c92755187b80873455,6,preference,medium,different_speaker,congruent,Frog,0
adult_ex4,3cf808a1649289c92755187b80873455,7,preference,medium,different_speaker,incongruent,Elephant,1
adult_ex4,3cf808a1649289c92755187b80873455,8,preference,medium,same_speaker,incongruent,Monkey,0
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,1,preference,medium,different_speaker,congruent,Elephant,1
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,2,preference,medium,same_speaker,incongruent,Dog,1
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,3,preference,medium,same_speaker,incongruent,Mouse,1
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,4,preference,medium,different_speaker,incongruent,Tiger,1
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,5,preference,medium,different_speaker,incongruent,Bunny,0
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,6,preference,medium,different_speaker,congruent,Cat,0
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,7,preference,medium,same_speaker,congruent,Bear,0
adult_ex4,3d85a7a25ce110b811ae760b573f0a8b,8,preference,medium,same_speaker,congruent,Beaver,0
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,1,preference,medium,same_speaker,congruent,Bunny,1
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,2,preference,medium,same_speaker,incongruent,Sheep,0
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,3,preference,medium,same_speaker,incongruent,Mouse,0
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,4,preference,medium,different_speaker,congruent,Beaver,1
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,5,preference,medium,different_speaker,incongruent,Pig,0
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,6,preference,medium,different_speaker,congruent,Monkey,1
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,7,preference,medium,same_speaker,congruent,Tiger,1
adult_ex4,43d2ac93d3d8b698fc3ee7ea9cb2191d,8,preference,medium,different_speaker,incongruent,Bear,0
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,1,preference,medium,same_speaker,incongruent,Frog,1
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,2,preference,medium,different_speaker,congruent,Pig,1
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,3,preference,medium,different_speaker,incongruent,Cat,0
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,4,preference,medium,same_speaker,congruent,Elephant,1
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,5,preference,medium,same_speaker,congruent,Monkey,1
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,6,preference,medium,different_speaker,congruent,Beaver,1
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,7,preference,medium,different_speaker,incongruent,Sheep,0
adult_ex4,44917b93c2b68a648fe91bd8d208a29e,8,preference,medium,same_speaker,incongruent,Bear,0
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,1,preference,medium,same_speaker,congruent,Bear,1
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,2,preference,medium,same_speaker,incongruent,Dog,1
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,3,preference,medium,same_speaker,congruent,Bunny,1
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,4,preference,medium,different_speaker,congruent,Beaver,1
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,5,preference,medium,different_speaker,incongruent,Tiger,1
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,6,preference,medium,same_speaker,incongruent,Elephant,1
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,7,preference,medium,different_speaker,incongruent,Pig,1
adult_ex4,4726b56fa9d9bb6e9720dac8de56db83,8,preference,medium,different_speaker,congruent,Frog,0
adult_ex4,4fa77d4083959d50f5358321dbad47fb,1,preference,medium,same_speaker,incongruent,Frog,0
adult_ex4,4fa77d4083959d50f5358321dbad47fb,2,preference,medium,same_speaker,congruent,Dog,1
adult_ex4,4fa77d4083959d50f5358321dbad47fb,3,preference,medium,same_speaker,congruent,Cat,1
adult_ex4,4fa77d4083959d50f5358321dbad47fb,4,preference,medium,different_speaker,incongruent,Mouse,1
adult_ex4,4fa77d4083959d50f5358321dbad47fb,5,preference,medium,different_speaker,congruent,Bear,0
adult_ex4,4fa77d4083959d50f5358321dbad47fb,6,preference,medium,different_speaker,incongruent,Beaver,1
adult_ex4,4fa77d4083959d50f5358321dbad47fb,7,preference,medium,same_speaker,incongruent,Tiger,0
adult_ex4,4fa77d4083959d50f5358321dbad47fb,8,preference,medium,different_speaker,congruent,Elephant,1
adult_ex4,532a56871b82745cb458837b2f98d6f3,1,preference,medium,different_speaker,incongruent,Beaver,1
adult_ex4,532a56871b82745cb458837b2f98d6f3,2,preference,medium,same_speaker,congruent,Sheep,1
adult_ex4,532a56871b82745cb458837b2f98d6f3,3,preference,medium,different_speaker,incongruent,Bunny,0
adult_ex4,532a56871b82745cb458837b2f98d6f3,4,preference,medium,different_speaker,congruent,Monkey,1
adult_ex4,532a56871b82745cb458837b2f98d6f3,5,preference,medium,same_speaker,congruent,Pig,1
adult_ex4,532a56871b82745cb458837b2f98d6f3,6,preference,medium,different_speaker,congruent,Frog,1
adult_ex4,532a56871b82745cb458837b2f98d6f3,7,preference,medium,same_speaker,incongruent,Bear,0
adult_ex4,532a56871b82745cb458837b2f98d6f3,8,preference,medium,same_speaker,incongruent,Elephant,0
adult_ex4,55670d58a50b3a760ee3665397a31872,1,preference,medium,same_speaker,incongruent,Dog,1
adult_ex4,55670d58a50b3a760ee3665397a31872,2,preference,medium,same_speaker,congruent,Mouse,1
adult_ex4,55670d58a50b3a760ee3665397a31872,3,preference,medium,different_speaker,congruent,Pig,1
adult_ex4,55670d58a50b3a760ee3665397a31872,4,preference,medium,different_speaker,incongruent,Monkey,0
adult_ex4,55670d58a50b3a760ee3665397a31872,5,preference,medium,different_speaker,incongruent,Tiger,0
adult_ex4,55670d58a50b3a760ee3665397a31872,6,preference,medium,same_speaker,incongruent,Frog,0
adult_ex4,55670d58a50b3a760ee3665397a31872,7,preference,medium,same_speaker,congruent,Sheep,1
adult_ex4,55670d58a50b3a760ee3665397a31872,8,preference,medium,different_speaker,congruent,Elephant,0
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,1,preference,medium,different_speaker,incongruent,Sheep,0
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,2,preference,medium,different_speaker,incongruent,Cat,0
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,3,preference,medium,same_speaker,congruent,Mouse,1
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,4,preference,medium,same_speaker,incongruent,Elephant,0
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,5,preference,medium,different_speaker,congruent,Bear,1
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,6,preference,medium,same_speaker,congruent,Frog,1
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,7,preference,medium,same_speaker,incongruent,Tiger,0
adult_ex4,572be7e35b62f01f7d3ae034e66bd5c5,8,preference,medium,different_speaker,congruent,Beaver,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,1,preference,medium,same_speaker,congruent,Dog,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,2,preference,medium,different_speaker,incongruent,Mouse,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,3,preference,medium,same_speaker,congruent,Frog,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,4,preference,medium,same_speaker,incongruent,Cat,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,5,preference,medium,different_speaker,congruent,Bear,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,6,preference,medium,different_speaker,incongruent,Tiger,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,7,preference,medium,same_speaker,incongruent,Beaver,1
adult_ex4,6092520fdbb5d2e45102d5c2dc31e979,8,preference,medium,different_speaker,congruent,Elephant,1
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,1,preference,medium,same_speaker,congruent,Frog,1
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,2,preference,medium,different_speaker,congruent,Bunny,1
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,3,preference,medium,different_speaker,congruent,Tiger,1
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,4,preference,medium,different_speaker,incongruent,Beaver,1
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,5,preference,medium,same_speaker,incongruent,Bear,0
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,6,preference,medium,same_speaker,congruent,Elephant,1
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,7,preference,medium,different_speaker,incongruent,Monkey,0
adult_ex4,6392a84a93d2dfa98020f9aa49f3220f,8,preference,medium,same_speaker,incongruent,Sheep,0
adult_ex4,68845244907038c64e90b18d183d2a76,1,preference,medium,same_speaker,congruent,Cat,1
adult_ex4,68845244907038c64e90b18d183d2a76,2,preference,medium,different_speaker,congruent,Dog,1
adult_ex4,68845244907038c64e90b18d183d2a76,3,preference,medium,different_speaker,congruent,Frog,1
adult_ex4,68845244907038c64e90b18d183d2a76,4,preference,medium,same_speaker,congruent,Bear,1
adult_ex4,68845244907038c64e90b18d183d2a76,5,preference,medium,different_speaker,incongruent,Sheep,0
adult_ex4,68845244907038c64e90b18d183d2a76,6,preference,medium,same_speaker,incongruent,Pig,0
adult_ex4,68845244907038c64e90b18d183d2a76,7,preference,medium,same_speaker,incongruent,Beaver,0
adult_ex4,68845244907038c64e90b18d183d2a76,8,preference,medium,different_speaker,incongruent,Tiger,0
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,1,preference,medium,same_speaker,congruent,Beaver,1
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,2,preference,medium,different_speaker,congruent,Bear,1
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,3,preference,medium,same_speaker,incongruent,Cat,0
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,4,preference,medium,different_speaker,congruent,Sheep,1
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,5,preference,medium,different_speaker,incongruent,Frog,0
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,6,preference,medium,different_speaker,incongruent,Dog,0
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,7,preference,medium,same_speaker,incongruent,Tiger,0
adult_ex4,693fe875ac8b67f0db921ffc3e4ff467,8,preference,medium,same_speaker,congruent,Elephant,1
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,1,preference,medium,same_speaker,incongruent,Sheep,0
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,2,preference,medium,different_speaker,congruent,Bear,1
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,3,preference,medium,same_speaker,incongruent,Elephant,0
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,4,preference,medium,same_speaker,congruent,Cat,1
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,5,preference,medium,same_speaker,congruent,Bunny,1
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,6,preference,medium,different_speaker,incongruent,Mouse,0
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,7,preference,medium,different_speaker,congruent,Monkey,1
adult_ex4,6d04e3a089e07d36ac4eb4fe227e6ead,8,preference,medium,different_speaker,incongruent,Beaver,0
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,1,preference,medium,different_speaker,incongruent,Beaver,0
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,2,preference,medium,different_speaker,congruent,Bear,0
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,3,preference,medium,same_speaker,congruent,Monkey,1
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,4,preference,medium,different_speaker,congruent,Cat,1
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,5,preference,medium,same_speaker,congruent,Mouse,1
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,6,preference,medium,different_speaker,incongruent,Sheep,1
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,7,preference,medium,same_speaker,incongruent,Bunny,0
adult_ex4,6dab9fe89a2228ed6d33d3648d16d892,8,preference,medium,same_speaker,incongruent,Tiger,0
adult_ex4,74f8f872e74b8636480ebb851acab1c5,1,preference,medium,same_speaker,incongruent,Sheep,0
adult_ex4,74f8f872e74b8636480ebb851acab1c5,2,preference,medium,same_speaker,incongruent,Bear,0
adult_ex4,74f8f872e74b8636480ebb851acab1c5,3,preference,medium,different_speaker,incongruent,Tiger,0
adult_ex4,74f8f872e74b8636480ebb851acab1c5,4,preference,medium,different_speaker,congruent,Cat,1
adult_ex4,74f8f872e74b8636480ebb851acab1c5,5,preference,medium,different_speaker,congruent,Elephant,1
adult_ex4,74f8f872e74b8636480ebb851acab1c5,6,preference,medium,same_speaker,congruent,Bunny,1
adult_ex4,74f8f872e74b8636480ebb851acab1c5,7,preference,medium,different_speaker,incongruent,Mouse,0
adult_ex4,74f8f872e74b8636480ebb851acab1c5,8,preference,medium,same_speaker,congruent,Pig,1
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,1,preference,medium,different_speaker,congruent,Cat,0
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,2,preference,medium,same_speaker,incongruent,Elephant,0
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,3,preference,medium,different_speaker,incongruent,Bunny,1
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,4,preference,medium,different_speaker,incongruent,Dog,1
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,5,preference,medium,same_speaker,congruent,Bear,1
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,6,preference,medium,same_speaker,congruent,Beaver,1
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,7,preference,medium,same_speaker,incongruent,Monkey,1
adult_ex4,7599ede0459ff8cbaa25acc0d35d217d,8,preference,medium,different_speaker,congruent,Mouse,0
adult_ex4,81aa15368bc2d4324257d6f449385f22,1,preference,medium,same_speaker,incongruent,Tiger,1
adult_ex4,81aa15368bc2d4324257d6f449385f22,2,preference,medium,same_speaker,incongruent,Mouse,1
adult_ex4,81aa15368bc2d4324257d6f449385f22,3,preference,medium,different_speaker,incongruent,Elephant,1
adult_ex4,81aa15368bc2d4324257d6f449385f22,4,preference,medium,same_speaker,congruent,Dog,1
adult_ex4,81aa15368bc2d4324257d6f449385f22,5,preference,medium,same_speaker,congruent,Pig,1
adult_ex4,81aa15368bc2d4324257d6f449385f22,6,preference,medium,different_speaker,congruent,Cat,1
adult_ex4,81aa15368bc2d4324257d6f449385f22,7,preference,medium,different_speaker,incongruent,Monkey,1
adult_ex4,81aa15368bc2d4324257d6f449385f22,8,preference,medium,different_speaker,congruent,Sheep,1
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,1,preference,medium,different_speaker,incongruent,Beaver,0
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,2,preference,medium,same_speaker,congruent,Mouse,1
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,3,preference,medium,different_speaker,congruent,Tiger,1
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,4,preference,medium,different_speaker,incongruent,Cat,0
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,5,preference,medium,same_speaker,incongruent,Sheep,0
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,6,preference,medium,same_speaker,incongruent,Dog,0
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,7,preference,medium,different_speaker,congruent,Monkey,1
adult_ex4,81d6959d6f6b54d491e91d57ecc0dcbd,8,preference,medium,same_speaker,congruent,Elephant,1
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,1,preference,medium,same_speaker,congruent,Dog,1
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,2,preference,medium,different_speaker,incongruent,Tiger,1
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,3,preference,medium,same_speaker,congruent,Cat,1
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,4,preference,medium,different_speaker,congruent,Mouse,1
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,5,preference,medium,different_speaker,incongruent,Beaver,0
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,6,preference,medium,same_speaker,incongruent,Pig,1
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,7,preference,medium,different_speaker,congruent,Sheep,1
adult_ex4,83e07ad8ee348950ca2a2d1eb6cbeb11,8,preference,medium,same_speaker,incongruent,Elephant,1
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,1,preference,medium,same_speaker,congruent,Frog,1
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,2,preference,medium,different_speaker,incongruent,Bear,0
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,3,preference,medium,different_speaker,incongruent,Mouse,1
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,4,preference,medium,different_speaker,congruent,Dog,0
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,5,preference,medium,same_speaker,incongruent,Monkey,0
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,6,preference,medium,same_speaker,congruent,Tiger,1
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,7,preference,medium,same_speaker,incongruent,Pig,0
adult_ex4,86cbe6d62537ef59b5ae7e05baaba8d2,8,preference,medium,different_speaker,congruent,Elephant,1
adult_ex4,87993b495ba9fd2b924c956cff423341,1,preference,medium,same_speaker,congruent,Beaver,1
adult_ex4,87993b495ba9fd2b924c956cff423341,2,preference,medium,different_speaker,incongruent,Cat,1
adult_ex4,87993b495ba9fd2b924c956cff423341,3,preference,medium,same_speaker,incongruent,Pig,0
