experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,alignment,agent,correct_inf
adult_ex4,134ad4c87ef5b3ddfa2fb595033dc5cb,6,novelty,medium,different_speaker,congruent,Beaver,0
adult_ex4,134ad4c87ef5b3ddfa2fb595033dc5cb,7,novelty,medium,same_speaker,incongruent,Elephant,0
adult_ex4,134ad4c87ef5b3ddfa2fb595033dc5cb,8,novelty,medium,same_speaker,congruent,Bunny,0
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,1,novelty,medium,different_speaker,incongruent,Pig,1
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,2,novelty,medium,different_speaker,congruent,Bear,0
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,3,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,4,novelty,medium,same_speaker,congruent,Dog,1
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,5,novelty,medium,same_speaker,incongruent,Bunny,0
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,6,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,7,novelty,medium,same_speaker,incongruent,Tiger,0
adult_ex4,13ad6fa1a8501821be54b1abfa7413dc,8,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,15be8be639f73575e8276054c7a645f0,1,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,15be8be639f73575e8276054c7a645f0,2,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,15be8be639f73575e8276054c7a645f0,3,novelty,medium,different_speaker,incongruent,Pig,1
adult_ex4,15be8be639f73575e8276054c7a645f0,4,novelty,medium,different_speaker,incongruent,Dog,1
adult_ex4,15be8be639f73575e8276054c7a645f0,5,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,15be8be639f73575e8276054c7a645f0,6,novelty,medium,same_speaker,incongruent,Bunny,0
adult_ex4,15be8be639f73575e8276054c7a645f0,7,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,15be8be639f73575e8276054c7a645f0,8,novelty,medium,different_speaker,congruent,Monkey,1
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,1,novelty,medium,same_speaker,incongruent,Bunny,1
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,2,novelty,medium,same_speaker,congruent,Beaver,0
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,3,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,4,novelty,medium,different_speaker,incongruent,Bear,0
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,5,novelty,medium,different_speaker,incongruent,Dog,1
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,6,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,7,novelty,medium,different_speaker,congruent,Mouse,1
adult_ex4,15f9e04e1c4e680b958494daa08f4fad,8,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,1,novelty,medium,same_speaker,incongruent,Tiger,0
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,2,novelty,medium,same_speaker,incongruent,Dog,1
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,3,novelty,medium,different_speaker,congruent,Beaver,0
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,4,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,5,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,6,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,7,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,171c44cca6886d7081fc3c1e7d715b6c,8,novelty,medium,different_speaker,incongruent,Bear,0
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,1,novelty,medium,different_speaker,congruent,Mouse,1
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,2,novelty,medium,different_speaker,incongruent,Dog,1
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,3,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,4,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,5,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,6,novelty,medium,same_speaker,incongruent,Cat,0
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,7,novelty,medium,different_speaker,incongruent,Monkey,1
adult_ex4,1b97ec6f710650e32a3bcdb96996c033,8,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,1,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,2,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,3,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,4,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,5,novelty,medium,different_speaker,congruent,Dog,0
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,6,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,7,novelty,medium,different_speaker,congruent,Sheep,0
adult_ex4,1ccf754aedf57a40a9fb8c5c913877c4,8,novelty,medium,different_speaker,incongruent,Bunny,1
adult_ex4,1d6da283234b2988b0c763f4b469015e,1,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,1d6da283234b2988b0c763f4b469015e,2,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,1d6da283234b2988b0c763f4b469015e,3,novelty,medium,same_speaker,incongruent,Sheep,1
adult_ex4,1d6da283234b2988b0c763f4b469015e,4,novelty,medium,different_speaker,incongruent,Mouse,0
adult_ex4,1d6da283234b2988b0c763f4b469015e,5,novelty,medium,same_speaker,congruent,Pig,1
adult_ex4,1d6da283234b2988b0c763f4b469015e,6,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,1d6da283234b2988b0c763f4b469015e,7,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,1d6da283234b2988b0c763f4b469015e,8,novelty,medium,same_speaker,incongruent,Bunny,0
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,1,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,2,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,3,novelty,medium,different_speaker,congruent,Mouse,1
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,4,novelty,medium,same_speaker,incongruent,Tiger,0
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,5,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,6,novelty,medium,different_speaker,incongruent,Bear,0
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,7,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,20879fb8dfcf4af57e70ec7a5a18a514,8,novelty,medium,same_speaker,incongruent,Monkey,0
adult_ex4,2a4b94e7dcab34e8314827673b69c770,1,novelty,medium,same_speaker,incongruent,Bunny,1
adult_ex4,2a4b94e7dcab34e8314827673b69c770,2,novelty,medium,same_speaker,incongruent,Cat,0
adult_ex4,2a4b94e7dcab34e8314827673b69c770,3,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,2a4b94e7dcab34e8314827673b69c770,4,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,2a4b94e7dcab34e8314827673b69c770,5,novelty,medium,different_speaker,incongruent,Frog,1
adult_ex4,2a4b94e7dcab34e8314827673b69c770,6,novelty,medium,same_speaker,congruent,Dog,0
adult_ex4,2a4b94e7dcab34e8314827673b69c770,7,novelty,medium,different_speaker,incongruent,Pig,0
adult_ex4,2a4b94e7dcab34e8314827673b69c770,8,novelty,medium,different_speaker,congruent,Elephant,1
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,1,novelty,medium,same_speaker,incongruent,Dog,0
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,2,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,3,novelty,medium,different_speaker,congruent,Bunny,1
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,4,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,5,novelty,medium,same_speaker,congruent,Pig,1
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,6,novelty,medium,different_speaker,congruent,Monkey,1
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,7,novelty,medium,same_speaker,incongruent,Elephant,1
adult_ex4,2c5f8a2f47c2b6f724a09f447a18fcc9,8,novelty,medium,different_speaker,incongruent,Beaver,1
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,1,novelty,medium,different_speaker,incongruent,Frog,1
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,2,novelty,medium,same_speaker,congruent,Monkey,1
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,3,novelty,medium,different_speaker,incongruent,Bunny,1
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,4,novelty,medium,same_speaker,congruent,Bear,1
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,5,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,6,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,7,novelty,medium,same_speaker,incongruent,Dog,0
adult_ex4,2f1c127ccbc950b60f0e678e4bef18cd,8,novelty,medium,different_speaker,congruent,Elephant,1
adult_ex4,357982e23c398ad82733cb681215156a,1,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,357982e23c398ad82733cb681215156a,2,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,357982e23c398ad82733cb681215156a,3,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,357982e23c398ad82733cb681215156a,4,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,357982e23c398ad82733cb681215156a,5,novelty,medium,different_speaker,incongruent,Elephant,0
adult_ex4,357982e23c398ad82733cb681215156a,6,novelty,medium,different_speaker,incongruent,Sheep,0
adult_ex4,357982e23c398ad82733cb681215156a,7,novelty,medium,different_speaker,congruent,Bunny,1
adult_ex4,357982e23c398ad82733cb681215156a,8,novelty,medium,same_speaker,incongruent,Tiger,0
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,1,novelty,medium,different_speaker,incongruent,Dog,1
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,2,novelty,medium,different_speaker,congruent,Bunny,1
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,3,novelty,medium,same_speaker,incongruent,Beaver,1
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,4,novelty,medium,different_speaker,congruent,Elephant,1
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,5,novelty,medium,same_speaker,congruent,Cat,1
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,6,novelty,medium,same_speaker,incongruent,Monkey,1
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,7,novelty,medium,different_speaker,incongruent,Tiger,1
adult_ex4,377ee17c7a30b8c94dabda2123cc5333,8,novelty,medium,same_speaker,congruent,Sheep,1
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,1,novelty,medium,different_speaker,incongruent,Sheep,0
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,2,novelty,medium,same_speaker,congruent,Tiger,0
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,3,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,4,novelty,medium,different_speaker,congruent,Frog,0
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,5,novelty,medium,same_speaker,incongruent,Monkey,0
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,6,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,7,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,3b004ec6ff36c09897c4929b259a58d4,8,novelty,medium,different_speaker,congruent,Elephant,1
adult_ex4,460bf08250a4e22f792c313477ce6636,1,novelty,medium,same_speaker,incongruent,Tiger,1
adult_ex4,460bf08250a4e22f792c313477ce6636,2,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,460bf08250a4e22f792c313477ce6636,3,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,460bf08250a4e22f792c313477ce6636,4,novelty,medium,same_speaker,congruent,Dog,0
adult_ex4,460bf08250a4e22f792c313477ce6636,5,novelty,medium,different_speaker,incongruent,Monkey,0
adult_ex4,460bf08250a4e22f792c313477ce6636,6,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,460bf08250a4e22f792c313477ce6636,7,novelty,medium,same_speaker,incongruent,Elephant,1
adult_ex4,460bf08250a4e22f792c313477ce6636,8,novelty,medium,different_speaker,incongruent,Bear,0
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,1,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,2,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,3,novelty,medium,different_speaker,incongruent,Mouse,1
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,4,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,5,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,6,novelty,medium,same_speaker,incongruent,Beaver,0
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,7,novelty,medium,different_speaker,incongruent,Elephant,1
adult_ex4,47508ab2cce390ab5aafe4b4efcae0e6,8,novelty,medium,same_speaker,congruent,Monkey,1
adult_ex4,479386743bc52664f1a7867ecaf53288,1,novelty,medium,different_speaker,congruent,Cat,0
adult_ex4,479386743bc52664f1a7867ecaf53288,2,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,479386743bc52664f1a7867ecaf53288,3,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,479386743bc52664f1a7867ecaf53288,4,novelty,medium,different_speaker,incongruent,Pig,1
adult_ex4,479386743bc52664f1a7867ecaf53288,5,novelty,medium,same_speaker,incongruent,Bear,0
adult_ex4,479386743bc52664f1a7867ecaf53288,6,novelty,medium,different_speaker,congruent,Elephant,1
adult_ex4,479386743bc52664f1a7867ecaf53288,7,novelty,medium,same_speaker,incongruent,Monkey,0
adult_ex4,479386743bc52664f1a7867ecaf53288,8,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,49f40aca0a094342de85b5c9a5781a27,1,novelty,medium,different_speaker,incongruent,Elephant,1
adult_ex4,49f40aca0a094342de85b5c9a5781a27,2,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,49f40aca0a094342de85b5c9a5781a27,3,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,49f40aca0a094342de85b5c9a5781a27,4,novelty,medium,same_speaker,congruent,Bunny,0
adult_ex4,49f40aca0a094342de85b5c9a5781a27,5,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,49f40aca0a094342de85b5c9a5781a27,6,novelty,medium,different_speaker,incongruent,Mouse,1
adult_ex4,49f40aca0a094342de85b5c9a5781a27,7,novelty,medium,same_speaker,incongruent,Monkey,0
adult_ex4,49f40aca0a094342de85b5c9a5781a27,8,novelty,medium,same_speaker,incongruent,Bear,0
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,1,novelty,medium,different_speaker,congruent,Dog,1
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,2,novelty,medium,same_speaker,incongruent,Frog,1
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,3,novelty,medium,different_speaker,incongruent,Bear,1
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,4,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,5,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,6,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,7,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,4ef57c95a7f59f389c4d481182208a9b,8,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,53424f25a069f335a4b3584592c82881,1,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,53424f25a069f335a4b3584592c82881,2,novelty,medium,same_speaker,incongruent,Frog,1
adult_ex4,53424f25a069f335a4b3584592c82881,3,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,53424f25a069f335a4b3584592c82881,4,novelty,medium,same_speaker,incongruent,Sheep,0
adult_ex4,53424f25a069f335a4b3584592c82881,5,novelty,medium,different_speaker,incongruent,Tiger,1
adult_ex4,53424f25a069f335a4b3584592c82881,6,novelty,medium,different_speaker,congruent,Dog,0
adult_ex4,53424f25a069f335a4b3584592c82881,7,novelty,medium,different_speaker,incongruent,Pig,1
adult_ex4,53424f25a069f335a4b3584592c82881,8,novelty,medium,different_speaker,congruent,Monkey,1
adult_ex4,54158d78404947cbf93f22515a1cc856,1,novelty,medium,same_speaker,incongruent,Beaver,1
adult_ex4,54158d78404947cbf93f22515a1cc856,2,novelty,medium,different_speaker,incongruent,Elephant,0
adult_ex4,54158d78404947cbf93f22515a1cc856,3,novelty,medium,same_speaker,congruent,Monkey,0
adult_ex4,54158d78404947cbf93f22515a1cc856,4,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,54158d78404947cbf93f22515a1cc856,5,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,54158d78404947cbf93f22515a1cc856,6,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,54158d78404947cbf93f22515a1cc856,7,novelty,medium,different_speaker,congruent,Sheep,0
adult_ex4,54158d78404947cbf93f22515a1cc856,8,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,1,novelty,medium,different_speaker,incongruent,Elephant,1
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,2,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,3,novelty,medium,different_speaker,congruent,Monkey,1
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,4,novelty,medium,same_speaker,incongruent,Bunny,1
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,5,novelty,medium,same_speaker,incongruent,Dog,1
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,6,novelty,medium,same_speaker,congruent,Beaver,0
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,7,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,5b39a7f29c8422a9a2fe0470487ab424,8,novelty,medium,different_speaker,congruent,Tiger,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,1,novelty,medium,different_speaker,incongruent,Pig,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,2,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,3,novelty,medium,same_speaker,congruent,Dog,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,4,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,5,novelty,medium,same_speaker,incongruent,Elephant,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,6,novelty,medium,same_speaker,incongruent,Bear,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,7,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,5f36785806dc4872fd26db25dac390e0,8,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,1,novelty,medium,same_speaker,congruent,Cat,0
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,2,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,3,novelty,medium,different_speaker,incongruent,Tiger,1
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,4,novelty,medium,same_speaker,congruent,Monkey,1
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,5,novelty,medium,same_speaker,incongruent,Bear,1
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,6,novelty,medium,different_speaker,incongruent,Sheep,0
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,7,novelty,medium,same_speaker,incongruent,Dog,1
adult_ex4,63bc11dca5f02fcdeace287ea44ed7cf,8,novelty,medium,different_speaker,congruent,Frog,0
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,1,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,2,novelty,medium,same_speaker,incongruent,Elephant,0
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,3,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,4,novelty,medium,same_speaker,incongruent,Bunny,0
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,5,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,6,novelty,medium,different_speaker,incongruent,Bear,1
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,7,novelty,medium,same_speaker,congruent,Monkey,1
adult_ex4,6e6414c8cc07d8a75bd4abe9d890a93f,8,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,1,novelty,medium,same_speaker,congruent,Bear,1
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,2,novelty,medium,same_speaker,incongruent,Beaver,0
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,3,novelty,medium,same_speaker,incongruent,Tiger,0
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,4,novelty,medium,same_speaker,congruent,Pig,1
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,5,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,6,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,7,novelty,medium,different_speaker,congruent,Monkey,1
adult_ex4,77fad7ce57630e6849392eee17ddf0f7,8,novelty,medium,different_speaker,incongruent,Dog,0
adult_ex4,780d483faad363edfbdd374070997a91,1,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,780d483faad363edfbdd374070997a91,2,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,780d483faad363edfbdd374070997a91,3,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,780d483faad363edfbdd374070997a91,4,novelty,medium,different_speaker,congruent,Bunny,0
adult_ex4,780d483faad363edfbdd374070997a91,5,novelty,medium,different_speaker,incongruent,Beaver,1
adult_ex4,780d483faad363edfbdd374070997a91,6,novelty,medium,different_speaker,congruent,Cat,0
adult_ex4,780d483faad363edfbdd374070997a91,7,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,780d483faad363edfbdd374070997a91,8,novelty,medium,same_speaker,incongruent,Bear,0
adult_ex4,78d53a4d41625da416ff73b2484eac70,1,novelty,medium,same_speaker,congruent,Bear,0
adult_ex4,78d53a4d41625da416ff73b2484eac70,2,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,78d53a4d41625da416ff73b2484eac70,3,novelty,medium,same_speaker,incongruent,Elephant,1
adult_ex4,78d53a4d41625da416ff73b2484eac70,4,novelty,medium,same_speaker,incongruent,Tiger,1
adult_ex4,78d53a4d41625da416ff73b2484eac70,5,novelty,medium,different_speaker,congruent,Bunny,1
adult_ex4,78d53a4d41625da416ff73b2484eac70,6,novelty,medium,same_speaker,congruent,Pig,1
adult_ex4,78d53a4d41625da416ff73b2484eac70,7,novelty,medium,different_speaker,incongruent,Mouse,0
adult_ex4,78d53a4d41625da416ff73b2484eac70,8,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,1,novelty,medium,different_speaker,incongruent,Bear,1
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,2,novelty,medium,different_speaker,incongruent,Elephant,1
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,3,novelty,medium,same_speaker,congruent,Monkey,0
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,4,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,5,novelty,medium,same_speaker,incongruent,Bunny,0
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,6,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,7,novelty,medium,different_speaker,congruent,Cat,0
adult_ex4,7c92f6a430ee83a99851014ceeced3a3,8,novelty,medium,different_speaker,congruent,Beaver,0
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,1,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,2,novelty,medium,same_speaker,incongruent,Dog,1
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,3,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,4,novelty,medium,different_speaker,congruent,Bunny,1
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,5,novelty,medium,same_speaker,incongruent,Sheep,1
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,6,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,7,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,7e3cdd57cfd6c548714f70ed804b2d4f,8,novelty,medium,different_speaker,incongruent,Elephant,1
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,1,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,2,novelty,medium,same_speaker,incongruent,Monkey,0
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,3,novelty,medium,different_speaker,congruent,Tiger,1
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,4,novelty,medium,different_speaker,incongruent,Beaver,1
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,5,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,6,novelty,medium,same_speaker,incongruent,Dog,1
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,7,novelty,medium,different_speaker,congruent,Sheep,0
adult_ex4,85b7be5fa20c0c291ae4bcb77ed9b97d,8,novelty,medium,different_speaker,incongruent,Cat,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,1,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,2,novelty,medium,same_speaker,incongruent,Sheep,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,3,novelty,medium,different_speaker,incongruent,Dog,0
