experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,agent,correct
adult_ex4_prior,1a3ec53d8a1e1db54f908ab2555e8205,3,preference,strong,different_speaker,Cat,1
adult_ex4_prior,1a3ec53d8a1e1db54f908ab2555e8205,4,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,1a3ec53d8a1e1db54f908ab2555e8205,5,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,1a3ec53d8a1e1db54f908ab2555e8205,6,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,2a8c1f97edefdab362112bc1d19af9a7,1,preference,strong,different_speaker,Cat,1
adult_ex4_prior,2a8c1f97edefdab362112bc1d19af9a7,2,preference,strong,same_speaker,Bear,1
adult_ex4_prior,2a8c1f97edefdab362112bc1d19af9a7,3,preference,strong,different_speaker,Bear,1
adult_ex4_prior,2a8c1f97edefdab362112bc1d19af9a7,4,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,2a8c1f97edefdab362112bc1d19af9a7,5,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,2a8c1f97edefdab362112bc1d19af9a7,6,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,2cf6f1c17af460c9434dd770e5014dbd,1,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,2cf6f1c17af460c9434dd770e5014dbd,2,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,2cf6f1c17af460c9434dd770e5014dbd,3,preference,strong,different_speaker,Frog,1
adult_ex4_prior,2cf6f1c17af460c9434dd770e5014dbd,4,preference,strong,same_speaker,Cat,1
adult_ex4_prior,2cf6f1c17af460c9434dd770e5014dbd,5,preference,strong,same_speaker,Cat,1
adult_ex4_prior,2cf6f1c17af460c9434dd770e5014dbd,6,preference,strong,different_speaker,Cat,0
adult_ex4_prior,2d0b238bcc7ee2df6fb808cc174cfc4d,1,preference,strong,different_speaker,Bear,1
adult_ex4_prior,2d0b238bcc7ee2df6fb808cc174cfc4d,2,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,2d0b238bcc7ee2df6fb808cc174cfc4d,3,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,2d0b238bcc7ee2df6fb808cc174cfc4d,4,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,2d0b238bcc7ee2df6fb808cc174cfc4d,5,preference,strong,different_speaker,Cat,1
adult_ex4_prior,2d0b238bcc7ee2df6fb808cc174cfc4d,6,preference,strong,same_speaker,NA,0
adult_ex4_prior,3617da47cf432838b9a98e1b7276de00,1,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,3617da47cf432838b9a98e1b7276de00,2,preference,strong,different_speaker,Tiger,0
adult_ex4_prior,3617da47cf432838b9a98e1b7276de00,3,preference,strong,different_speaker,Bear,1
adult_ex4_prior,3617da47cf432838b9a98e1b7276de00,4,preference,strong,same_speaker,Dog,1
adult_ex4_prior,3617da47cf432838b9a98e1b7276de00,5,preference,strong,same_speaker,Dog,1
adult_ex4_prior,3617da47cf432838b9a98e1b7276de00,6,preference,strong,different_speaker,Dog,1
adult_ex4_prior,3879462544b04a7ff40245b8fe0ec9ea,1,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,3879462544b04a7ff40245b8fe0ec9ea,2,preference,strong,same_speaker,Monkey,1
adult_ex4_prior,3879462544b04a7ff40245b8fe0ec9ea,3,preference,strong,different_speaker,Monkey,1
adult_ex4_prior,3879462544b04a7ff40245b8fe0ec9ea,4,preference,strong,same_speaker,Cat,1
adult_ex4_prior,3879462544b04a7ff40245b8fe0ec9ea,5,preference,strong,different_speaker,Cat,1
adult_ex4_prior,3879462544b04a7ff40245b8fe0ec9ea,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,3e99aa13aa5e25d9234612113dd1916d,1,preference,strong,same_speaker,Cat,1
adult_ex4_prior,3e99aa13aa5e25d9234612113dd1916d,2,preference,strong,different_speaker,Cat,0
adult_ex4_prior,3e99aa13aa5e25d9234612113dd1916d,3,preference,strong,same_speaker,Bunny,1
adult_ex4_prior,3e99aa13aa5e25d9234612113dd1916d,4,preference,strong,different_speaker,Bunny,0
adult_ex4_prior,3e99aa13aa5e25d9234612113dd1916d,5,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,3e99aa13aa5e25d9234612113dd1916d,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,418112c2026aee5e579fdc4c71930f7d,1,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,418112c2026aee5e579fdc4c71930f7d,2,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,418112c2026aee5e579fdc4c71930f7d,3,preference,strong,same_speaker,Bunny,1
adult_ex4_prior,418112c2026aee5e579fdc4c71930f7d,4,preference,strong,different_speaker,Bunny,1
adult_ex4_prior,418112c2026aee5e579fdc4c71930f7d,5,preference,strong,same_speaker,Cat,1
adult_ex4_prior,418112c2026aee5e579fdc4c71930f7d,6,preference,strong,different_speaker,Cat,1
adult_ex4_prior,5d845625f08abef24580ada7f3391b1d,1,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,5d845625f08abef24580ada7f3391b1d,2,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,5d845625f08abef24580ada7f3391b1d,3,preference,strong,different_speaker,Tiger,0
adult_ex4_prior,5d845625f08abef24580ada7f3391b1d,4,preference,strong,same_speaker,Cat,1
adult_ex4_prior,5d845625f08abef24580ada7f3391b1d,5,preference,strong,same_speaker,Cat,1
adult_ex4_prior,5d845625f08abef24580ada7f3391b1d,6,preference,strong,different_speaker,Cat,1
adult_ex4_prior,7254116d8279332590b0791251565760,1,preference,strong,same_speaker,Cat,1
adult_ex4_prior,7254116d8279332590b0791251565760,2,preference,strong,different_speaker,Cat,1
adult_ex4_prior,7254116d8279332590b0791251565760,3,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,7254116d8279332590b0791251565760,4,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,7254116d8279332590b0791251565760,5,preference,strong,same_speaker,Bear,1
adult_ex4_prior,7254116d8279332590b0791251565760,6,preference,strong,different_speaker,Bear,1
adult_ex4_prior,72af32bf19955ae20ec87d515ae3e741,1,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,72af32bf19955ae20ec87d515ae3e741,2,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,72af32bf19955ae20ec87d515ae3e741,3,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,72af32bf19955ae20ec87d515ae3e741,4,preference,strong,same_speaker,Cat,1
adult_ex4_prior,72af32bf19955ae20ec87d515ae3e741,5,preference,strong,same_speaker,Cat,1
adult_ex4_prior,72af32bf19955ae20ec87d515ae3e741,6,preference,strong,different_speaker,Cat,1
adult_ex4_prior,79f9f7438913f02e773240054e80dcd0,1,preference,strong,same_speaker,Cat,1
adult_ex4_prior,79f9f7438913f02e773240054e80dcd0,2,preference,strong,different_speaker,Cat,1
adult_ex4_prior,79f9f7438913f02e773240054e80dcd0,3,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,79f9f7438913f02e773240054e80dcd0,4,preference,strong,same_speaker,Bunny,1
adult_ex4_prior,79f9f7438913f02e773240054e80dcd0,5,preference,strong,different_speaker,Bunny,0
adult_ex4_prior,79f9f7438913f02e773240054e80dcd0,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,8033458fbce729bf9ddc3fe53df7e225,1,preference,strong,same_speaker,Monkey,1
adult_ex4_prior,8033458fbce729bf9ddc3fe53df7e225,2,preference,strong,different_speaker,Monkey,1
adult_ex4_prior,8033458fbce729bf9ddc3fe53df7e225,3,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,8033458fbce729bf9ddc3fe53df7e225,4,preference,strong,different_speaker,Tiger,0
adult_ex4_prior,8033458fbce729bf9ddc3fe53df7e225,5,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,8033458fbce729bf9ddc3fe53df7e225,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,91edae0709bee23cebd9286f5ae72a8f,1,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,91edae0709bee23cebd9286f5ae72a8f,2,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,91edae0709bee23cebd9286f5ae72a8f,3,preference,strong,different_speaker,Cat,1
adult_ex4_prior,91edae0709bee23cebd9286f5ae72a8f,4,preference,strong,same_speaker,Dog,1
adult_ex4_prior,91edae0709bee23cebd9286f5ae72a8f,5,preference,strong,different_speaker,Dog,0
adult_ex4_prior,91edae0709bee23cebd9286f5ae72a8f,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,92cc6ab3d5ed47617782b0987243067a,1,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,92cc6ab3d5ed47617782b0987243067a,2,preference,strong,same_speaker,Cat,1
adult_ex4_prior,92cc6ab3d5ed47617782b0987243067a,3,preference,strong,different_speaker,Cat,1
adult_ex4_prior,92cc6ab3d5ed47617782b0987243067a,4,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,92cc6ab3d5ed47617782b0987243067a,5,preference,strong,different_speaker,Tiger,0
adult_ex4_prior,92cc6ab3d5ed47617782b0987243067a,6,preference,strong,same_speaker,NA,0
adult_ex4_prior,9970f001a8b8839bddd31933e743e230,1,preference,strong,same_speaker,Cat,1
adult_ex4_prior,9970f001a8b8839bddd31933e743e230,2,preference,strong,different_speaker,Cat,0
adult_ex4_prior,9970f001a8b8839bddd31933e743e230,3,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,9970f001a8b8839bddd31933e743e230,4,preference,strong,same_speaker,Bear,1
adult_ex4_prior,9970f001a8b8839bddd31933e743e230,5,preference,strong,different_speaker,Bear,0
adult_ex4_prior,9970f001a8b8839bddd31933e743e230,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,9d09716532ac9a990bfc8ca12da64e30,1,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,9d09716532ac9a990bfc8ca12da64e30,2,preference,strong,same_speaker,Bear,1
adult_ex4_prior,9d09716532ac9a990bfc8ca12da64e30,3,preference,strong,different_speaker,Bear,1
adult_ex4_prior,9d09716532ac9a990bfc8ca12da64e30,4,preference,strong,same_speaker,Cat,1
adult_ex4_prior,9d09716532ac9a990bfc8ca12da64e30,5,preference,strong,same_speaker,Cat,1
adult_ex4_prior,9d09716532ac9a990bfc8ca12da64e30,6,preference,strong,different_speaker,Cat,1
adult_ex4_prior,a1206acff741f69b17e53f7993f60944,1,preference,strong,different_speaker,Cat,1
adult_ex4_prior,a1206acff741f69b17e53f7993f60944,2,preference,strong,same_speaker,Sheep,0
adult_ex4_prior,a1206acff741f69b17e53f7993f60944,3,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,a1206acff741f69b17e53f7993f60944,4,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,a1206acff741f69b17e53f7993f60944,5,preference,strong,different_speaker,Dog,1
adult_ex4_prior,a1206acff741f69b17e53f7993f60944,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,a989ed31ed390edfe1fdb0a3b3d44e07,1,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,a989ed31ed390edfe1fdb0a3b3d44e07,2,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,a989ed31ed390edfe1fdb0a3b3d44e07,3,preference,strong,same_speaker,Cat,1
adult_ex4_prior,a989ed31ed390edfe1fdb0a3b3d44e07,4,preference,strong,different_speaker,Cat,1
adult_ex4_prior,a989ed31ed390edfe1fdb0a3b3d44e07,5,preference,strong,different_speaker,Tiger,0
adult_ex4_prior,a989ed31ed390edfe1fdb0a3b3d44e07,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,aa4704bdfc2dcd94085eb0fba20ef49e,1,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,aa4704bdfc2dcd94085eb0fba20ef49e,2,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,aa4704bdfc2dcd94085eb0fba20ef49e,3,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,aa4704bdfc2dcd94085eb0fba20ef49e,4,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,aa4704bdfc2dcd94085eb0fba20ef49e,5,preference,strong,same_speaker,Cat,1
adult_ex4_prior,aa4704bdfc2dcd94085eb0fba20ef49e,6,preference,strong,different_speaker,Cat,1
adult_ex4_prior,aaa40a1213a6049c9881c01510e84ec3,1,preference,strong,same_speaker,Dog,1
adult_ex4_prior,aaa40a1213a6049c9881c01510e84ec3,2,preference,strong,different_speaker,Dog,0
adult_ex4_prior,aaa40a1213a6049c9881c01510e84ec3,3,preference,strong,same_speaker,Frog,1
adult_ex4_prior,aaa40a1213a6049c9881c01510e84ec3,4,preference,strong,different_speaker,Frog,0
adult_ex4_prior,aaa40a1213a6049c9881c01510e84ec3,5,preference,strong,different_speaker,Cat,1
adult_ex4_prior,aaa40a1213a6049c9881c01510e84ec3,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,b3392aeb803ce0024e4eb3a7bc0f796a,1,preference,strong,different_speaker,Dog,1
adult_ex4_prior,b3392aeb803ce0024e4eb3a7bc0f796a,2,preference,strong,same_speaker,Cat,1
adult_ex4_prior,b3392aeb803ce0024e4eb3a7bc0f796a,3,preference,strong,different_speaker,Cat,1
adult_ex4_prior,b3392aeb803ce0024e4eb3a7bc0f796a,4,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,b3392aeb803ce0024e4eb3a7bc0f796a,5,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,b3392aeb803ce0024e4eb3a7bc0f796a,6,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,b9206267e766f9c97f1d5e46fc3794ae,1,preference,strong,same_speaker,Cat,1
adult_ex4_prior,b9206267e766f9c97f1d5e46fc3794ae,2,preference,strong,different_speaker,Cat,0
adult_ex4_prior,b9206267e766f9c97f1d5e46fc3794ae,3,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,b9206267e766f9c97f1d5e46fc3794ae,4,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,b9206267e766f9c97f1d5e46fc3794ae,5,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,b9206267e766f9c97f1d5e46fc3794ae,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,c27d095d24a7be1b0e14e162791d3dfc,1,preference,strong,different_speaker,Dog,1
adult_ex4_prior,c27d095d24a7be1b0e14e162791d3dfc,2,preference,strong,same_speaker,Bear,1
adult_ex4_prior,c27d095d24a7be1b0e14e162791d3dfc,3,preference,strong,different_speaker,Bear,0
adult_ex4_prior,c27d095d24a7be1b0e14e162791d3dfc,4,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,c27d095d24a7be1b0e14e162791d3dfc,5,preference,strong,same_speaker,Sheep,0
adult_ex4_prior,c27d095d24a7be1b0e14e162791d3dfc,6,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,c5b2b5af58b390776f3a78fb5161903a,1,preference,strong,different_speaker,Cat,1
adult_ex4_prior,c5b2b5af58b390776f3a78fb5161903a,2,preference,strong,same_speaker,Bear,1
adult_ex4_prior,c5b2b5af58b390776f3a78fb5161903a,3,preference,strong,same_speaker,Bear,1
adult_ex4_prior,c5b2b5af58b390776f3a78fb5161903a,4,preference,strong,different_speaker,Bear,1
adult_ex4_prior,c5b2b5af58b390776f3a78fb5161903a,5,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,c5b2b5af58b390776f3a78fb5161903a,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,c7281ab5b3368571782dcf777d15d9e8,1,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,c7281ab5b3368571782dcf777d15d9e8,2,preference,strong,same_speaker,Bear,1
adult_ex4_prior,c7281ab5b3368571782dcf777d15d9e8,3,preference,strong,same_speaker,Bear,1
adult_ex4_prior,c7281ab5b3368571782dcf777d15d9e8,4,preference,strong,different_speaker,Bear,0
adult_ex4_prior,c7281ab5b3368571782dcf777d15d9e8,5,preference,strong,different_speaker,Cat,0
adult_ex4_prior,c7281ab5b3368571782dcf777d15d9e8,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,c7ad1d3f1a799139fb343262cb9012e4,1,preference,strong,different_speaker,Bear,1
adult_ex4_prior,c7ad1d3f1a799139fb343262cb9012e4,2,preference,strong,same_speaker,Cat,1
adult_ex4_prior,c7ad1d3f1a799139fb343262cb9012e4,3,preference,strong,different_speaker,Cat,0
adult_ex4_prior,c7ad1d3f1a799139fb343262cb9012e4,4,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,c7ad1d3f1a799139fb343262cb9012e4,5,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,c7ad1d3f1a799139fb343262cb9012e4,6,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,cfedf25a3dbaf24e25a035ef0b0ec380,1,preference,strong,same_speaker,Cat,1
adult_ex4_prior,cfedf25a3dbaf24e25a035ef0b0ec380,2,preference,strong,different_speaker,Cat,0
adult_ex4_prior,cfedf25a3dbaf24e25a035ef0b0ec380,3,preference,strong,different_speaker,Tiger,0
adult_ex4_prior,cfedf25a3dbaf24e25a035ef0b0ec380,4,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,cfedf25a3dbaf24e25a035ef0b0ec380,5,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,cfedf25a3dbaf24e25a035ef0b0ec380,6,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,d3221f6437c1e41938d8ed200a4652d7,1,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,d3221f6437c1e41938d8ed200a4652d7,2,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,d3221f6437c1e41938d8ed200a4652d7,3,preference,strong,same_speaker,Cat,1
adult_ex4_prior,d3221f6437c1e41938d8ed200a4652d7,4,preference,strong,different_speaker,Cat,1
adult_ex4_prior,d3221f6437c1e41938d8ed200a4652d7,5,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,d3221f6437c1e41938d8ed200a4652d7,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,daaf7b322d0a229e5e191a3dbba6ed1d,1,preference,strong,same_speaker,Cat,1
adult_ex4_prior,daaf7b322d0a229e5e191a3dbba6ed1d,2,preference,strong,different_speaker,Cat,0
adult_ex4_prior,daaf7b322d0a229e5e191a3dbba6ed1d,3,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,daaf7b322d0a229e5e191a3dbba6ed1d,4,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,daaf7b322d0a229e5e191a3dbba6ed1d,5,preference,strong,different_speaker,Tiger,1
adult_ex4_prior,daaf7b322d0a229e5e191a3dbba6ed1d,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,df6e08e95c8f29bdac8e2a5511f4e9ea,1,preference,strong,different_speaker,Cat,1
adult_ex4_prior,df6e08e95c8f29bdac8e2a5511f4e9ea,2,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,df6e08e95c8f29bdac8e2a5511f4e9ea,3,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,df6e08e95c8f29bdac8e2a5511f4e9ea,4,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,df6e08e95c8f29bdac8e2a5511f4e9ea,5,preference,strong,same_speaker,Bear,1
adult_ex4_prior,df6e08e95c8f29bdac8e2a5511f4e9ea,6,preference,strong,different_speaker,Bear,1
adult_ex4_prior,e34778dd2684c9591c9e40a6bd9b8951,1,preference,strong,different_speaker,Dog,1
adult_ex4_prior,e34778dd2684c9591c9e40a6bd9b8951,2,preference,strong,same_speaker,Mouse,1
adult_ex4_prior,e34778dd2684c9591c9e40a6bd9b8951,3,preference,strong,same_speaker,Mouse,1
adult_ex4_prior,e34778dd2684c9591c9e40a6bd9b8951,4,preference,strong,different_speaker,Mouse,1
adult_ex4_prior,e34778dd2684c9591c9e40a6bd9b8951,5,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,e34778dd2684c9591c9e40a6bd9b8951,6,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,ef5935111951ac032cc3579c2b1af18e,1,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,ef5935111951ac032cc3579c2b1af18e,2,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,ef5935111951ac032cc3579c2b1af18e,3,preference,strong,same_speaker,Tiger,1
adult_ex4_prior,ef5935111951ac032cc3579c2b1af18e,4,preference,strong,different_speaker,Tiger,0
adult_ex4_prior,ef5935111951ac032cc3579c2b1af18e,5,preference,strong,different_speaker,Cat,0
adult_ex4_prior,ef5935111951ac032cc3579c2b1af18e,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,f8893b3e3bf32a35edd8c2a5104c10f3,1,preference,strong,different_speaker,Sheep,0
adult_ex4_prior,f8893b3e3bf32a35edd8c2a5104c10f3,2,preference,strong,same_speaker,Bear,1
adult_ex4_prior,f8893b3e3bf32a35edd8c2a5104c10f3,3,preference,strong,same_speaker,Bear,1
adult_ex4_prior,f8893b3e3bf32a35edd8c2a5104c10f3,4,preference,strong,different_speaker,Bear,1
adult_ex4_prior,f8893b3e3bf32a35edd8c2a5104c10f3,5,preference,strong,different_speaker,Cat,1
adult_ex4_prior,f8893b3e3bf32a35edd8c2a5104c10f3,6,preference,strong,same_speaker,NA,1
adult_ex4_prior,feea0439330b3ee1ee2181609dc2fb2d,1,preference,strong,same_speaker,Sheep,1
adult_ex4_prior,feea0439330b3ee1ee2181609dc2fb2d,2,preference,strong,different_speaker,Sheep,1
adult_ex4_prior,feea0439330b3ee1ee2181609dc2fb2d,3,preference,strong,same_speaker,Frog,1
adult_ex4_prior,feea0439330b3ee1ee2181609dc2fb2d,4,preference,strong,different_speaker,Frog,1
adult_ex4_prior,feea0439330b3ee1ee2181609dc2fb2d,5,preference,strong,same_speaker,Cat,1
adult_ex4_prior,feea0439330b3ee1ee2181609dc2fb2d,6,preference,strong,different_speaker,Cat,1
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,1,novelty,medium,same_speaker,Elephant,0
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,2,novelty,medium,different_speaker,Elephant,1
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,3,novelty,medium,different_speaker,Tiger,1
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,4,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,5,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,6,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,7,novelty,medium,different_speaker,Mouse,1
adult_ex4_prior,04701db0480b5a00d932c09d28e57327,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,1,novelty,medium,different_speaker,Pig,0
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,2,novelty,medium,same_speaker,Sheep,0
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,3,novelty,medium,same_speaker,Sheep,0
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,4,novelty,medium,different_speaker,Sheep,0
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,5,novelty,medium,same_speaker,Cat,0
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,6,novelty,medium,different_speaker,Cat,0
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,7,novelty,medium,same_speaker,Dog,0
adult_ex4_prior,0a4a1b80ee524253d4b5867219b2e7b9,8,novelty,medium,different_speaker,Dog,0
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,1,novelty,medium,different_speaker,Elephant,0
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,2,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,3,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,4,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,5,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,6,novelty,medium,same_speaker,Bunny,1
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,7,novelty,medium,same_speaker,Bunny,1
adult_ex4_prior,13035940aa78138aa9d57903dbdecb24,8,novelty,medium,different_speaker,Bunny,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,1,novelty,medium,same_speaker,Mouse,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,2,novelty,medium,different_speaker,Mouse,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,3,novelty,medium,different_speaker,Bear,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,4,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,5,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,6,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,7,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,201ef1441ce368e936d45d93c008c7ff,8,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,1,novelty,medium,different_speaker,Tiger,0
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,2,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,3,novelty,medium,same_speaker,Beaver,0
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,4,novelty,medium,different_speaker,Beaver,0
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,5,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,6,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,7,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,2afe2ac8ba74246d4a2ce7dc3229579e,8,novelty,medium,different_speaker,Cat,0
adult_ex4_prior,31886d197ec5827a00604973f78239a1,1,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,31886d197ec5827a00604973f78239a1,2,novelty,medium,different_speaker,Sheep,0
adult_ex4_prior,31886d197ec5827a00604973f78239a1,3,novelty,medium,different_speaker,Dog,1
adult_ex4_prior,31886d197ec5827a00604973f78239a1,4,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,31886d197ec5827a00604973f78239a1,5,novelty,medium,different_speaker,Beaver,0
adult_ex4_prior,31886d197ec5827a00604973f78239a1,6,novelty,medium,same_speaker,Bear,0
adult_ex4_prior,31886d197ec5827a00604973f78239a1,7,novelty,medium,same_speaker,Bear,1
adult_ex4_prior,31886d197ec5827a00604973f78239a1,8,novelty,medium,different_speaker,Bear,0
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,1,novelty,medium,different_speaker,Monkey,1
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,2,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,3,novelty,medium,same_speaker,Beaver,0
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,4,novelty,medium,different_speaker,Beaver,0
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,5,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,6,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,7,novelty,medium,same_speaker,Sheep,0
adult_ex4_prior,3399d8bbf5fbb8ed0924c7db58fb4956,8,novelty,medium,different_speaker,Sheep,1
