experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,agent,correct
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,4,novelty,weak,same_speaker,Elephant,1
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,5,novelty,weak,different_speaker,Elephant,1
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,6,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,7,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,1,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,2,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,3,novelty,weak,different_speaker,Mouse,0
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,4,novelty,weak,same_speaker,Sheep,0
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,5,novelty,weak,different_speaker,Sheep,1
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,6,novelty,weak,same_speaker,Elephant,0
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,7,novelty,weak,different_speaker,Elephant,0
adult_ex4_prior,45474e014fffdcac6d9bc02ed255c3a0,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,1,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,2,novelty,weak,different_speaker,Beaver,1
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,3,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,4,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,5,novelty,weak,different_speaker,Cat,1
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,6,novelty,weak,same_speaker,Sheep,0
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,7,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,4f75971df1a115f3cfcc24e58fc2d95c,8,novelty,weak,different_speaker,Sheep,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,1,novelty,weak,different_speaker,Dog,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,2,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,3,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,4,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,5,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,6,novelty,weak,different_speaker,Beaver,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,7,novelty,weak,same_speaker,Bunny,1
adult_ex4_prior,6803d8d4b4cbd78015c1d5e3a3f356ff,8,novelty,weak,different_speaker,Bunny,0
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,1,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,2,novelty,weak,different_speaker,Cat,1
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,3,novelty,weak,different_speaker,Sheep,1
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,4,novelty,weak,same_speaker,Pig,0
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,5,novelty,weak,different_speaker,Pig,1
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,6,novelty,weak,same_speaker,Elephant,1
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,7,novelty,weak,different_speaker,Elephant,1
adult_ex4_prior,7a67c75e5bb746838bca8dd55163dec5,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,1,novelty,weak,same_speaker,Bunny,0
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,2,novelty,weak,different_speaker,Bunny,1
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,3,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,4,novelty,weak,same_speaker,Elephant,1
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,5,novelty,weak,different_speaker,Elephant,0
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,6,novelty,weak,same_speaker,Bear,0
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,7,novelty,weak,same_speaker,Bear,0
adult_ex4_prior,7e3cdd57cfd6c548714f70ed804b2d4f,8,novelty,weak,different_speaker,Bear,0
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,1,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,2,novelty,weak,different_speaker,Beaver,0
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,3,novelty,weak,different_speaker,Sheep,1
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,4,novelty,weak,same_speaker,Monkey,1
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,5,novelty,weak,different_speaker,Monkey,1
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,6,novelty,weak,same_speaker,Tiger,0
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,7,novelty,weak,same_speaker,Tiger,0
adult_ex4_prior,8e2051515391f8276b6e8c8a2706514f,8,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,1,novelty,weak,different_speaker,Elephant,1
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,2,novelty,weak,same_speaker,Mouse,0
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,3,novelty,weak,same_speaker,Mouse,0
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,4,novelty,weak,different_speaker,Mouse,1
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,5,novelty,weak,same_speaker,Frog,0
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,6,novelty,weak,different_speaker,Frog,1
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,7,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,9cad1f6e4365b2a545ae4abb2d7f8c33,8,novelty,weak,different_speaker,Cat,1
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,1,novelty,weak,different_speaker,Bear,0
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,2,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,3,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,4,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,5,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,6,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,7,novelty,weak,different_speaker,Beaver,1
adult_ex4_prior,add9ec6dbe8eb776c2a11429dc7c636a,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,1,novelty,weak,same_speaker,Bunny,1
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,2,novelty,weak,different_speaker,Bunny,0
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,3,novelty,weak,same_speaker,Mouse,0
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,4,novelty,weak,different_speaker,Mouse,0
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,5,novelty,weak,same_speaker,Pig,0
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,6,novelty,weak,different_speaker,Pig,0
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,7,novelty,weak,different_speaker,Elephant,0
adult_ex4_prior,b27103ffdfb300c6e01d253a602e75de,8,novelty,weak,same_speaker,NA,0
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,1,novelty,weak,same_speaker,Frog,0
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,2,novelty,weak,different_speaker,Frog,1
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,3,novelty,weak,different_speaker,Monkey,1
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,4,novelty,weak,same_speaker,Beaver,0
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,5,novelty,weak,same_speaker,Beaver,0
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,6,novelty,weak,different_speaker,Beaver,1
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,7,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,b3d1875b5d01b59f5b4d950f56896580,8,novelty,weak,different_speaker,Cat,1
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,1,novelty,weak,different_speaker,Pig,1
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,2,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,3,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,4,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,5,novelty,weak,different_speaker,Beaver,0
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,6,novelty,weak,same_speaker,Elephant,1
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,7,novelty,weak,same_speaker,Elephant,1
adult_ex4_prior,b7392d99e48ba81aaaa3f57af07620f3,8,novelty,weak,different_speaker,Elephant,0
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,1,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,2,novelty,weak,different_speaker,Sheep,1
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,3,novelty,weak,different_speaker,Bear,0
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,4,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,5,novelty,weak,different_speaker,Tiger,0
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,6,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,7,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,b9bc15234ca7c42ea294fadc945f6f35,8,novelty,weak,different_speaker,Beaver,1
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,1,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,2,novelty,weak,same_speaker,Mouse,0
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,3,novelty,weak,different_speaker,Mouse,0
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,4,novelty,weak,same_speaker,Frog,0
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,5,novelty,weak,same_speaker,Frog,1
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,6,novelty,weak,different_speaker,Frog,1
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,7,novelty,weak,different_speaker,Beaver,1
adult_ex4_prior,bda15b3d319aec77162c35bf46c7f0c2,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,1,novelty,weak,same_speaker,Bear,1
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,2,novelty,weak,different_speaker,Bear,1
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,3,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,4,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,5,novelty,weak,same_speaker,Dog,0
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,6,novelty,weak,different_speaker,Dog,1
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,7,novelty,weak,different_speaker,Bunny,1
adult_ex4_prior,c3604a7771592ebaa27941eab2e29f6c,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,1,novelty,weak,different_speaker,Frog,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,2,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,3,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,4,novelty,weak,different_speaker,Sheep,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,5,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,6,novelty,weak,different_speaker,Beaver,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,7,novelty,weak,different_speaker,Dog,1
adult_ex4_prior,c3bb65a4421191a6abd38e8909778885,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,1,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,2,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,3,novelty,weak,different_speaker,Dog,0
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,4,novelty,weak,same_speaker,Beaver,0
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,5,novelty,weak,same_speaker,Beaver,0
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,6,novelty,weak,different_speaker,Beaver,0
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,7,novelty,weak,same_speaker,Sheep,0
adult_ex4_prior,d4b872b27eabe9639ba30b7623779f14,8,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,1,novelty,weak,different_speaker,Pig,0
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,2,novelty,weak,same_speaker,Bunny,1
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,3,novelty,weak,different_speaker,Bunny,0
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,4,novelty,weak,same_speaker,Dog,1
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,5,novelty,weak,same_speaker,Dog,1
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,6,novelty,weak,different_speaker,Dog,1
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,7,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,d817e40ede157ed8cb56c12db7acb4a0,8,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,1,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,2,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,3,novelty,weak,different_speaker,Cat,1
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,4,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,5,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,6,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,7,novelty,weak,same_speaker,Beaver,1
adult_ex4_prior,e8be935570eadcffad20bd4ac520af09,8,novelty,weak,different_speaker,Beaver,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,1,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,2,novelty,weak,same_speaker,Frog,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,3,novelty,weak,different_speaker,Frog,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,4,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,5,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,6,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,7,novelty,weak,same_speaker,Dog,0
adult_ex4_prior,eeef0e0ff243408ad16d4371621d5071,8,novelty,weak,different_speaker,Dog,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,1,novelty,weak,different_speaker,Frog,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,2,novelty,weak,same_speaker,Monkey,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,3,novelty,weak,different_speaker,Monkey,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,4,novelty,weak,same_speaker,Elephant,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,5,novelty,weak,different_speaker,Elephant,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,6,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,7,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,f40037d1990a4e534e6113a9588d77a8,8,novelty,weak,same_speaker,NA,0
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,1,novelty,weak,different_speaker,Dog,0
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,2,novelty,weak,same_speaker,Bunny,1
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,3,novelty,weak,same_speaker,Bunny,1
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,4,novelty,weak,different_speaker,Bunny,0
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,5,novelty,weak,same_speaker,Frog,1
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,6,novelty,weak,different_speaker,Frog,1
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,7,novelty,weak,same_speaker,Mouse,1
adult_ex4_prior,f59160b2c68e99ff212b92cf43eeea96,8,novelty,weak,different_speaker,Mouse,0
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,1,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,2,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,3,preference,medium,different_speaker,Beaver,0
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,4,preference,medium,same_speaker,Tiger,0
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,5,preference,medium,different_speaker,Tiger,0
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,6,preference,medium,same_speaker,Bunny,1
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,7,preference,medium,different_speaker,Bunny,0
adult_ex4_prior,00d9b6017536b44e1a850bc1d36fd4f3,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,1,preference,medium,different_speaker,Pig,1
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,2,preference,medium,same_speaker,Sheep,0
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,3,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,4,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,5,preference,medium,same_speaker,Mouse,1
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,6,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,7,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,01c27b4280181a6d6bc2552a54fc6e1a,8,preference,medium,different_speaker,Beaver,0
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,1,preference,medium,same_speaker,Cat,1
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,2,preference,medium,different_speaker,Cat,1
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,3,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,4,preference,medium,different_speaker,Beaver,1
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,5,preference,medium,same_speaker,Frog,1
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,6,preference,medium,different_speaker,Frog,1
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,7,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,15f17047a6c104ca135759c1b261d74a,8,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,1,preference,medium,same_speaker,Cat,1
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,2,preference,medium,different_speaker,Cat,0
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,3,preference,medium,different_speaker,Bear,1
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,4,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,5,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,6,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,7,preference,medium,different_speaker,Beaver,1
adult_ex4_prior,20879fb8dfcf4af57e70ec7a5a18a514,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,1,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,2,preference,medium,same_speaker,Cat,1
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,3,preference,medium,same_speaker,Cat,1
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,4,preference,medium,different_speaker,Cat,1
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,5,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,6,preference,medium,different_speaker,Sheep,0
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,7,preference,medium,different_speaker,Elephant,0
adult_ex4_prior,37b4e1129f7399411c0e2238be7b1758,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,1,preference,medium,same_speaker,Bunny,1
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,2,preference,medium,different_speaker,Bunny,0
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,3,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,4,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,5,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,6,preference,medium,different_speaker,Beaver,0
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,7,preference,medium,same_speaker,Bear,0
adult_ex4_prior,4061a00535c4a4aca1b1a35cf9560769,8,preference,medium,different_speaker,Bear,0
adult_ex4_prior,4587905a5896f5072db07e081087fb12,1,preference,medium,same_speaker,Cat,0
adult_ex4_prior,4587905a5896f5072db07e081087fb12,2,preference,medium,different_speaker,Cat,0
adult_ex4_prior,4587905a5896f5072db07e081087fb12,3,preference,medium,different_speaker,Monkey,1
adult_ex4_prior,4587905a5896f5072db07e081087fb12,4,preference,medium,same_speaker,Bear,1
adult_ex4_prior,4587905a5896f5072db07e081087fb12,5,preference,medium,different_speaker,Bear,0
adult_ex4_prior,4587905a5896f5072db07e081087fb12,6,preference,medium,same_speaker,Frog,0
adult_ex4_prior,4587905a5896f5072db07e081087fb12,7,preference,medium,different_speaker,Frog,0
adult_ex4_prior,4587905a5896f5072db07e081087fb12,8,preference,medium,same_speaker,NA,0
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,1,preference,medium,same_speaker,Bunny,1
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,2,preference,medium,different_speaker,Bunny,0
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,3,preference,medium,different_speaker,Dog,0
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,4,preference,medium,same_speaker,Frog,1
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,5,preference,medium,same_speaker,Frog,1
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,6,preference,medium,different_speaker,Frog,1
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,7,preference,medium,different_speaker,Cat,0
adult_ex4_prior,4779a906f97460c66cff817d36e9a36f,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,51141c5f6e95ece344be6967de581460,1,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,51141c5f6e95ece344be6967de581460,2,preference,medium,different_speaker,Sheep,0
adult_ex4_prior,51141c5f6e95ece344be6967de581460,3,preference,medium,same_speaker,Dog,1
adult_ex4_prior,51141c5f6e95ece344be6967de581460,4,preference,medium,different_speaker,Dog,0
adult_ex4_prior,51141c5f6e95ece344be6967de581460,5,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,51141c5f6e95ece344be6967de581460,6,preference,medium,same_speaker,Frog,1
adult_ex4_prior,51141c5f6e95ece344be6967de581460,7,preference,medium,different_speaker,Frog,1
adult_ex4_prior,51141c5f6e95ece344be6967de581460,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,1,preference,medium,different_speaker,Elephant,1
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,2,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,3,preference,medium,different_speaker,Sheep,0
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,4,preference,medium,same_speaker,Bear,1
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,5,preference,medium,different_speaker,Bear,0
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,6,preference,medium,same_speaker,Mouse,1
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,7,preference,medium,different_speaker,Mouse,0
adult_ex4_prior,572aad9f1f827e77d809a822f733309b,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,1,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,2,preference,medium,same_speaker,Monkey,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,3,preference,medium,different_speaker,Monkey,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,4,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,5,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,6,preference,medium,different_speaker,Beaver,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,7,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,5b61306dfa696a002a04e5ffc5ae23c9,8,preference,medium,different_speaker,Sheep,1
