experiment,id,trial,common_ground_manipulation,speaker,alignment,agent,correct_inf
adult_ex3,7fba994700bcc3a7abeea68ab9e872ce,4,novelty,different_speaker,incongruent,Mouse,1
adult_ex3,7fba994700bcc3a7abeea68ab9e872ce,5,novelty,same_speaker,congruent,Monkey,1
adult_ex3,7fba994700bcc3a7abeea68ab9e872ce,6,novelty,same_speaker,incongruent,Bear,0
adult_ex3,7fba994700bcc3a7abeea68ab9e872ce,7,novelty,same_speaker,incongruent,Beaver,0
adult_ex3,7fba994700bcc3a7abeea68ab9e872ce,8,novelty,different_speaker,congruent,Pig,1
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,1,novelty,same_speaker,incongruent,Mouse,0
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,2,novelty,different_speaker,congruent,Sheep,0
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,3,novelty,different_speaker,congruent,Monkey,1
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,4,novelty,different_speaker,incongruent,Elephant,1
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,5,novelty,same_speaker,incongruent,Tiger,0
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,6,novelty,different_speaker,incongruent,Beaver,0
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,7,novelty,same_speaker,congruent,Bear,1
adult_ex3,8203a3e6e33dc83dcce491ce7dd52e4d,8,novelty,same_speaker,congruent,Pig,1
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,1,novelty,same_speaker,incongruent,Tiger,0
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,2,novelty,same_speaker,congruent,Sheep,0
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,3,novelty,different_speaker,incongruent,Monkey,0
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,4,novelty,different_speaker,incongruent,Elephant,0
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,5,novelty,same_speaker,incongruent,Bunny,0
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,6,novelty,same_speaker,congruent,Dog,0
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,7,novelty,different_speaker,congruent,Cat,1
adult_ex3,84c5e000f8698189f3a0b7c126df61fc,8,novelty,different_speaker,congruent,Frog,1
adult_ex3,8700177e86864a47e89379a308b72a68,1,novelty,different_speaker,incongruent,Elephant,1
adult_ex3,8700177e86864a47e89379a308b72a68,2,novelty,different_speaker,incongruent,Sheep,1
adult_ex3,8700177e86864a47e89379a308b72a68,3,novelty,different_speaker,congruent,Mouse,1
adult_ex3,8700177e86864a47e89379a308b72a68,4,novelty,same_speaker,incongruent,Bunny,0
adult_ex3,8700177e86864a47e89379a308b72a68,5,novelty,same_speaker,congruent,Pig,1
adult_ex3,8700177e86864a47e89379a308b72a68,6,novelty,different_speaker,congruent,Monkey,1
adult_ex3,8700177e86864a47e89379a308b72a68,7,novelty,same_speaker,incongruent,Tiger,1
adult_ex3,8700177e86864a47e89379a308b72a68,8,novelty,same_speaker,congruent,Bear,1
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,1,novelty,same_speaker,incongruent,Elephant,0
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,2,novelty,same_speaker,congruent,Pig,1
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,3,novelty,different_speaker,congruent,Sheep,0
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,4,novelty,same_speaker,congruent,Mouse,0
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,5,novelty,different_speaker,incongruent,Cat,1
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,6,novelty,different_speaker,congruent,Tiger,1
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,7,novelty,different_speaker,incongruent,Beaver,1
adult_ex3,8ad7611bbcdfffb1c4e2c4d3ac0975bc,8,novelty,same_speaker,incongruent,Bunny,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,1,novelty,same_speaker,congruent,Beaver,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,2,novelty,same_speaker,incongruent,Sheep,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,3,novelty,different_speaker,incongruent,Dog,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,4,novelty,different_speaker,congruent,Cat,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,5,novelty,different_speaker,congruent,Monkey,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,6,novelty,same_speaker,incongruent,Mouse,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,7,novelty,same_speaker,congruent,Pig,1
adult_ex3,90024cb0b8c21e728f327e7791feb0e7,8,novelty,different_speaker,incongruent,Frog,1
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,1,novelty,same_speaker,congruent,Elephant,0
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,2,novelty,same_speaker,congruent,Pig,1
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,3,novelty,different_speaker,incongruent,Tiger,1
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,4,novelty,same_speaker,incongruent,Bear,0
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,5,novelty,same_speaker,incongruent,Monkey,0
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,6,novelty,different_speaker,incongruent,Bunny,0
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,7,novelty,different_speaker,congruent,Cat,0
adult_ex3,91eaf27e520aab2abd9f714f6d914eb5,8,novelty,different_speaker,congruent,Beaver,1
adult_ex3,9422ed31b8247a8b1507445a864e9160,1,novelty,same_speaker,congruent,Frog,1
adult_ex3,9422ed31b8247a8b1507445a864e9160,2,novelty,different_speaker,congruent,Sheep,1
adult_ex3,9422ed31b8247a8b1507445a864e9160,3,novelty,different_speaker,incongruent,Mouse,1
adult_ex3,9422ed31b8247a8b1507445a864e9160,4,novelty,same_speaker,incongruent,Elephant,0
adult_ex3,9422ed31b8247a8b1507445a864e9160,5,novelty,different_speaker,congruent,Beaver,1
adult_ex3,9422ed31b8247a8b1507445a864e9160,6,novelty,same_speaker,incongruent,Pig,0
adult_ex3,9422ed31b8247a8b1507445a864e9160,7,novelty,different_speaker,incongruent,Bunny,1
adult_ex3,9422ed31b8247a8b1507445a864e9160,8,novelty,same_speaker,congruent,Dog,1
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,1,novelty,different_speaker,incongruent,Monkey,0
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,2,novelty,different_speaker,incongruent,Bunny,1
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,3,novelty,different_speaker,congruent,Dog,1
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,4,novelty,same_speaker,incongruent,Mouse,1
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,5,novelty,different_speaker,congruent,Frog,1
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,6,novelty,same_speaker,incongruent,Beaver,1
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,7,novelty,same_speaker,congruent,Pig,1
adult_ex3,9b0f155dc4665a9a7612e6e0505140bd,8,novelty,same_speaker,congruent,Bear,1
adult_ex3,9d398593785110464067d0ad32902092,1,novelty,different_speaker,congruent,Tiger,1
adult_ex3,9d398593785110464067d0ad32902092,2,novelty,same_speaker,incongruent,Mouse,0
adult_ex3,9d398593785110464067d0ad32902092,3,novelty,different_speaker,incongruent,Pig,1
adult_ex3,9d398593785110464067d0ad32902092,4,novelty,same_speaker,incongruent,Monkey,0
adult_ex3,9d398593785110464067d0ad32902092,5,novelty,same_speaker,congruent,Bear,1
adult_ex3,9d398593785110464067d0ad32902092,6,novelty,same_speaker,congruent,Bunny,1
adult_ex3,9d398593785110464067d0ad32902092,7,novelty,different_speaker,incongruent,Cat,1
adult_ex3,9d398593785110464067d0ad32902092,8,novelty,different_speaker,congruent,Sheep,1
adult_ex3,a04677589773633c46ab238dd6f02754,1,novelty,same_speaker,congruent,Beaver,1
adult_ex3,a04677589773633c46ab238dd6f02754,2,novelty,same_speaker,incongruent,Tiger,0
adult_ex3,a04677589773633c46ab238dd6f02754,3,novelty,different_speaker,incongruent,Monkey,1
adult_ex3,a04677589773633c46ab238dd6f02754,4,novelty,same_speaker,incongruent,Bunny,0
adult_ex3,a04677589773633c46ab238dd6f02754,5,novelty,same_speaker,congruent,Pig,1
adult_ex3,a04677589773633c46ab238dd6f02754,6,novelty,different_speaker,congruent,Cat,1
adult_ex3,a04677589773633c46ab238dd6f02754,7,novelty,different_speaker,congruent,Mouse,1
adult_ex3,a04677589773633c46ab238dd6f02754,8,novelty,different_speaker,incongruent,Elephant,1
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,1,novelty,different_speaker,incongruent,Sheep,1
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,2,novelty,different_speaker,congruent,Frog,1
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,3,novelty,same_speaker,incongruent,Mouse,0
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,4,novelty,same_speaker,congruent,Elephant,1
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,5,novelty,same_speaker,incongruent,Bear,0
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,6,novelty,same_speaker,congruent,Dog,1
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,7,novelty,different_speaker,incongruent,Monkey,1
adult_ex3,a99a0bc1f92b296157cb8eabf0fa1df9,8,novelty,different_speaker,congruent,Beaver,0
adult_ex3,aa83f5b525e961600813e999497aac4f,1,novelty,same_speaker,incongruent,Cat,0
adult_ex3,aa83f5b525e961600813e999497aac4f,2,novelty,different_speaker,congruent,Frog,0
adult_ex3,aa83f5b525e961600813e999497aac4f,3,novelty,same_speaker,incongruent,Mouse,0
adult_ex3,aa83f5b525e961600813e999497aac4f,4,novelty,same_speaker,congruent,Tiger,1
adult_ex3,aa83f5b525e961600813e999497aac4f,5,novelty,same_speaker,congruent,Bear,1
adult_ex3,aa83f5b525e961600813e999497aac4f,6,novelty,different_speaker,congruent,Sheep,1
adult_ex3,aa83f5b525e961600813e999497aac4f,7,novelty,different_speaker,incongruent,Pig,1
adult_ex3,aa83f5b525e961600813e999497aac4f,8,novelty,different_speaker,incongruent,Bunny,1
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,1,novelty,different_speaker,congruent,Sheep,0
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,2,novelty,same_speaker,incongruent,Mouse,1
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,3,novelty,different_speaker,incongruent,Cat,1
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,4,novelty,same_speaker,congruent,Bear,1
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,5,novelty,different_speaker,incongruent,Tiger,1
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,6,novelty,same_speaker,congruent,Pig,1
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,7,novelty,same_speaker,incongruent,Monkey,0
adult_ex3,aab975a53eecd1ee6af35e8a0cd3f2a1,8,novelty,different_speaker,congruent,Beaver,1
adult_ex3,ab36421be995903807430fb778f0c04d,1,novelty,same_speaker,incongruent,Cat,0
adult_ex3,ab36421be995903807430fb778f0c04d,2,novelty,same_speaker,incongruent,Sheep,0
adult_ex3,ab36421be995903807430fb778f0c04d,3,novelty,same_speaker,congruent,Dog,1
adult_ex3,ab36421be995903807430fb778f0c04d,4,novelty,different_speaker,incongruent,Beaver,0
adult_ex3,ab36421be995903807430fb778f0c04d,5,novelty,different_speaker,incongruent,Bunny,1
adult_ex3,ab36421be995903807430fb778f0c04d,6,novelty,same_speaker,congruent,Tiger,1
adult_ex3,ab36421be995903807430fb778f0c04d,7,novelty,different_speaker,congruent,Frog,1
adult_ex3,ab36421be995903807430fb778f0c04d,8,novelty,different_speaker,congruent,Pig,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,1,novelty,same_speaker,incongruent,Dog,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,2,novelty,different_speaker,congruent,Sheep,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,3,novelty,same_speaker,congruent,Mouse,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,4,novelty,same_speaker,incongruent,Pig,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,5,novelty,different_speaker,incongruent,Beaver,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,6,novelty,different_speaker,congruent,Bunny,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,7,novelty,same_speaker,congruent,Frog,1
adult_ex3,ac2096be9cf88ede99bd5552e14714e7,8,novelty,different_speaker,incongruent,Cat,1
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,1,novelty,same_speaker,incongruent,Beaver,0
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,2,novelty,same_speaker,congruent,Mouse,1
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,3,novelty,different_speaker,congruent,Monkey,1
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,4,novelty,different_speaker,congruent,Elephant,1
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,5,novelty,same_speaker,congruent,Bunny,1
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,6,novelty,different_speaker,incongruent,Tiger,1
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,7,novelty,different_speaker,incongruent,Cat,1
adult_ex3,ad2f602ff53ac2dabfa6097e4cda39dd,8,novelty,same_speaker,incongruent,Pig,0
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,1,novelty,same_speaker,congruent,Bear,1
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,2,novelty,different_speaker,incongruent,Cat,1
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,3,novelty,different_speaker,congruent,Sheep,0
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,4,novelty,same_speaker,incongruent,Elephant,0
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,5,novelty,different_speaker,incongruent,Frog,0
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,6,novelty,same_speaker,incongruent,Pig,1
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,7,novelty,different_speaker,congruent,Beaver,1
adult_ex3,aeca1de4532eb10b9a6e12a1ba571e87,8,novelty,same_speaker,congruent,Tiger,1
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,1,novelty,same_speaker,incongruent,Beaver,1
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,2,novelty,different_speaker,congruent,Cat,0
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,3,novelty,different_speaker,incongruent,Elephant,1
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,4,novelty,same_speaker,congruent,Bunny,0
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,5,novelty,different_speaker,incongruent,Dog,1
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,6,novelty,different_speaker,congruent,Bear,1
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,7,novelty,same_speaker,congruent,Tiger,1
adult_ex3,b9ff47ab98f60f7a5cadb7768a959cd4,8,novelty,same_speaker,incongruent,Pig,0
adult_ex3,c80a9960739da86cacffada1db5b793b,1,novelty,same_speaker,congruent,Monkey,1
adult_ex3,c80a9960739da86cacffada1db5b793b,2,novelty,same_speaker,congruent,Frog,1
adult_ex3,c80a9960739da86cacffada1db5b793b,3,novelty,different_speaker,congruent,Mouse,1
adult_ex3,c80a9960739da86cacffada1db5b793b,4,novelty,different_speaker,incongruent,Beaver,0
adult_ex3,c80a9960739da86cacffada1db5b793b,5,novelty,same_speaker,incongruent,Cat,0
adult_ex3,c80a9960739da86cacffada1db5b793b,6,novelty,same_speaker,incongruent,Tiger,0
adult_ex3,c80a9960739da86cacffada1db5b793b,7,novelty,different_speaker,congruent,Bunny,0
adult_ex3,c80a9960739da86cacffada1db5b793b,8,novelty,different_speaker,incongruent,Pig,0
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,1,novelty,different_speaker,congruent,Cat,1
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,2,novelty,same_speaker,incongruent,Sheep,1
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,3,novelty,same_speaker,congruent,Bunny,0
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,4,novelty,different_speaker,incongruent,Pig,1
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,5,novelty,same_speaker,congruent,Beaver,0
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,6,novelty,different_speaker,incongruent,Elephant,0
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,7,novelty,different_speaker,congruent,Mouse,1
adult_ex3,d7af7c4bf1b97aa8c4d6db902ac4cca1,8,novelty,same_speaker,incongruent,Tiger,0
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,1,novelty,different_speaker,congruent,Tiger,1
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,2,novelty,same_speaker,congruent,Beaver,1
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,3,novelty,different_speaker,incongruent,Cat,1
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,4,novelty,different_speaker,congruent,Frog,1
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,5,novelty,same_speaker,incongruent,Elephant,1
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,6,novelty,different_speaker,incongruent,Dog,1
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,7,novelty,same_speaker,congruent,Monkey,1
adult_ex3,e1f0fcfe2b713c76979b6c25d83d7afb,8,novelty,same_speaker,incongruent,Pig,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,1,novelty,same_speaker,congruent,Tiger,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,2,novelty,different_speaker,incongruent,Beaver,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,3,novelty,different_speaker,incongruent,Pig,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,4,novelty,different_speaker,congruent,Cat,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,5,novelty,same_speaker,congruent,Bear,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,6,novelty,same_speaker,incongruent,Elephant,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,7,novelty,same_speaker,incongruent,Bunny,1
adult_ex3,e3c3deeb8a893b8ff374b1de77c667a4,8,novelty,different_speaker,congruent,Frog,0
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,1,novelty,different_speaker,congruent,Bear,1
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,2,novelty,same_speaker,incongruent,Tiger,0
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,3,novelty,same_speaker,incongruent,Mouse,0
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,4,novelty,different_speaker,incongruent,Cat,0
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,5,novelty,different_speaker,congruent,Dog,1
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,6,novelty,same_speaker,congruent,Pig,1
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,7,novelty,same_speaker,congruent,Elephant,1
adult_ex3,e5acf6adde7bfa40a24937a1efcff3ce,8,novelty,different_speaker,incongruent,Frog,1
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,1,novelty,same_speaker,congruent,Frog,1
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,2,novelty,same_speaker,incongruent,Bear,0
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,3,novelty,different_speaker,incongruent,Cat,1
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,4,novelty,different_speaker,incongruent,Mouse,1
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,5,novelty,same_speaker,congruent,Beaver,1
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,6,novelty,different_speaker,congruent,Sheep,1
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,7,novelty,same_speaker,incongruent,Bunny,0
adult_ex3,e7169c8b5379c17c407fc36038c21d4f,8,novelty,different_speaker,congruent,Elephant,1
adult_ex3,ea8291d86232ba65c777a63042f27499,1,novelty,different_speaker,incongruent,Cat,1
adult_ex3,ea8291d86232ba65c777a63042f27499,2,novelty,same_speaker,incongruent,Mouse,1
adult_ex3,ea8291d86232ba65c777a63042f27499,3,novelty,different_speaker,congruent,Bear,1
adult_ex3,ea8291d86232ba65c777a63042f27499,4,novelty,same_speaker,congruent,Sheep,0
adult_ex3,ea8291d86232ba65c777a63042f27499,5,novelty,different_speaker,incongruent,Monkey,1
adult_ex3,ea8291d86232ba65c777a63042f27499,6,novelty,same_speaker,congruent,Beaver,1
adult_ex3,ea8291d86232ba65c777a63042f27499,7,novelty,different_speaker,congruent,Tiger,1
adult_ex3,ea8291d86232ba65c777a63042f27499,8,novelty,same_speaker,incongruent,Elephant,0
adult_ex3,f3d1a739da5783363781d39db2d019b0,1,novelty,different_speaker,incongruent,Pig,1
adult_ex3,f3d1a739da5783363781d39db2d019b0,2,novelty,different_speaker,incongruent,Monkey,1
adult_ex3,f3d1a739da5783363781d39db2d019b0,3,novelty,different_speaker,congruent,Dog,1
adult_ex3,f3d1a739da5783363781d39db2d019b0,4,novelty,different_speaker,congruent,Elephant,1
adult_ex3,f3d1a739da5783363781d39db2d019b0,5,novelty,same_speaker,congruent,Sheep,1
adult_ex3,f3d1a739da5783363781d39db2d019b0,6,novelty,same_speaker,incongruent,Cat,0
adult_ex3,f3d1a739da5783363781d39db2d019b0,7,novelty,same_speaker,congruent,Tiger,1
adult_ex3,f3d1a739da5783363781d39db2d019b0,8,novelty,same_speaker,incongruent,Bear,1
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,1,novelty,same_speaker,congruent,Tiger,0
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,2,novelty,same_speaker,incongruent,Dog,1
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,3,novelty,same_speaker,congruent,Mouse,1
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,4,novelty,different_speaker,incongruent,Sheep,1
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,5,novelty,different_speaker,congruent,Cat,1
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,6,novelty,different_speaker,incongruent,Bear,0
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,7,novelty,same_speaker,incongruent,Pig,0
adult_ex3,f89dd1343eef15a55b4c6aad49029dec,8,novelty,different_speaker,congruent,Elephant,1
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,1,novelty,different_speaker,congruent,Beaver,1
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,2,novelty,different_speaker,incongruent,Sheep,0
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,3,novelty,different_speaker,congruent,Tiger,1
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,4,novelty,same_speaker,congruent,Mouse,1
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,5,novelty,same_speaker,incongruent,Pig,0
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,6,novelty,same_speaker,congruent,Bunny,1
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,7,novelty,different_speaker,incongruent,Elephant,0
adult_ex3,fda552faeb5bf15b245e52c310d0ab41,8,novelty,same_speaker,incongruent,Cat,0
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,1,novelty,different_speaker,incongruent,Tiger,1
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,2,novelty,same_speaker,congruent,Frog,1
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,3,novelty,different_speaker,congruent,Monkey,0
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,4,novelty,same_speaker,incongruent,Sheep,1
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,5,novelty,different_speaker,congruent,Cat,0
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,6,novelty,different_speaker,incongruent,Beaver,1
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,7,novelty,same_speaker,congruent,Pig,1
adult_ex3,ff0f7b814f5a86719f26414e95b5ae55,8,novelty,same_speaker,incongruent,Bear,1
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,1,preference,same_speaker,congruent,Monkey,1
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,2,preference,same_speaker,incongruent,Mouse,1
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,3,preference,different_speaker,congruent,Elephant,1
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,4,preference,same_speaker,incongruent,Dog,0
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,5,preference,same_speaker,congruent,Bunny,1
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,6,preference,different_speaker,incongruent,Cat,0
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,7,preference,different_speaker,incongruent,Beaver,1
adult_ex3,00d9b6017536b44e1a850bc1d36fd4f3,8,preference,different_speaker,congruent,Bear,0
adult_ex3,03ce4d522442ad968f9d940c7e8af724,1,preference,same_speaker,congruent,Beaver,1
adult_ex3,03ce4d522442ad968f9d940c7e8af724,2,preference,same_speaker,incongruent,Tiger,0
adult_ex3,03ce4d522442ad968f9d940c7e8af724,3,preference,different_speaker,congruent,Dog,0
adult_ex3,03ce4d522442ad968f9d940c7e8af724,4,preference,different_speaker,incongruent,Bunny,1
adult_ex3,03ce4d522442ad968f9d940c7e8af724,5,preference,same_speaker,incongruent,Frog,0
adult_ex3,03ce4d522442ad968f9d940c7e8af724,6,preference,different_speaker,incongruent,Cat,0
adult_ex3,03ce4d522442ad968f9d940c7e8af724,7,preference,different_speaker,congruent,Sheep,1
adult_ex3,03ce4d522442ad968f9d940c7e8af724,8,preference,same_speaker,congruent,Monkey,1
adult_ex3,099cb4053ae9682059cfde1e95489248,1,preference,same_speaker,congruent,Sheep,1
adult_ex3,099cb4053ae9682059cfde1e95489248,2,preference,same_speaker,incongruent,Frog,0
adult_ex3,099cb4053ae9682059cfde1e95489248,3,preference,different_speaker,congruent,Bear,1
adult_ex3,099cb4053ae9682059cfde1e95489248,4,preference,different_speaker,incongruent,Monkey,0
adult_ex3,099cb4053ae9682059cfde1e95489248,5,preference,different_speaker,incongruent,Tiger,0
adult_ex3,099cb4053ae9682059cfde1e95489248,6,preference,same_speaker,congruent,Pig,1
adult_ex3,099cb4053ae9682059cfde1e95489248,7,preference,same_speaker,incongruent,Elephant,0
adult_ex3,099cb4053ae9682059cfde1e95489248,8,preference,different_speaker,congruent,Beaver,1
adult_ex3,09f9391becf725083d9946f5d735b1d7,1,preference,same_speaker,congruent,Pig,1
adult_ex3,09f9391becf725083d9946f5d735b1d7,2,preference,same_speaker,incongruent,Dog,1
adult_ex3,09f9391becf725083d9946f5d735b1d7,3,preference,different_speaker,incongruent,Tiger,1
adult_ex3,09f9391becf725083d9946f5d735b1d7,4,preference,same_speaker,incongruent,Monkey,1
adult_ex3,09f9391becf725083d9946f5d735b1d7,5,preference,same_speaker,congruent,Elephant,1
adult_ex3,09f9391becf725083d9946f5d735b1d7,6,preference,different_speaker,congruent,Frog,0
